EnsEMBL_Gene_ID	21PT
ENSG00000158773	366.5652876459
ENSG00000158786	0.0000000000
ENSG00000158792	55.9822702941
ENSG00000158793	141.7351215787
ENSG00000158796	123.6613834226
ENSG00000158805	112.5876613329
ENSG00000158806	2.7568172226
ENSG00000158813	1.8132687292
ENSG00000068137	54.2311027357
ENSG00000158815	0.1468536097
ENSG00000158816	0.7494436008
ENSG00000158825	963.9040018091
ENSG00000158828	428.2356817814
ENSG00000158850	412.9188817867
ENSG00000158856	20.6310174504
ENSG00000158859	3.9292312783
ENSG00000158863	54.0409607609
ENSG00000158864	971.7378757957
ENSG00000158865	0.0000000000
ENSG00000068305	96.9539158865
ENSG00000158869	0.3899051227
ENSG00000158874	1.5151070095
ENSG00000158882	154.7238018484
ENSG00000158887	1.3776920236
ENSG00000158901	0.5764871718
ENSG00000158927	19.6227263307
ENSG00000158941	221.6610217174
ENSG00000158955	0.0000000000
ENSG00000158966	20.3519260860
ENSG00000158985	29.5748450224
ENSG00000068308	112.4914317144
ENSG00000158987	11.1921672815
ENSG00000159023	36.0419321810
ENSG00000159055	156.3896266752
ENSG00000159063	215.6330855736
ENSG00000159069	623.7468920265
ENSG00000159079	208.7848776475
ENSG00000159082	12.3904149919
ENSG00000159086	23.5823215557
ENSG00000159110	16.0588712948
ENSG00000159111	290.0171137025
ENSG00000068323	171.8408084212
ENSG00000159113	52.3275227299
ENSG00000159123	0.0000000000
ENSG00000159128	436.0477444710
ENSG00000159131	325.8785811413
ENSG00000159140	348.4179403160
ENSG00000159147	32.1195202828
ENSG00000159164	0.5906828544
ENSG00000159166	1487.5604296183
ENSG00000159167	9.1812473160
ENSG00000159173	6.7529628968
ENSG00000068354	51.3955629487
ENSG00000159176	1176.7750229172
ENSG00000159182	0.0000000000
ENSG00000159184	0.1182583524
ENSG00000159186	466.0878643126
ENSG00000159189	0.0000000000
ENSG00000159197	0.4450323333
ENSG00000159199	923.4880126760
ENSG00000159200	48.8857465252
ENSG00000159202	265.2041111621
ENSG00000159208	2.7457396608
ENSG00000005810	28.5832831595
ENSG00000068366	56.3377236858
ENSG00000159210	508.3485288358
ENSG00000159212	0.0000000000
ENSG00000159214	50.6208658916
ENSG00000159216	102.5726111133
ENSG00000159217	0.5105186630
ENSG00000159224	0.0000000000
ENSG00000159228	502.5243747840
ENSG00000159231	37.2808021739
ENSG00000159239	12.3997199572
ENSG00000159247	9.5325448936
ENSG00000068383	65.2584915326
ENSG00000159248	0.0000000000
ENSG00000159251	0.2898387601
ENSG00000159256	21.0108752117
ENSG00000159259	119.4923599706
ENSG00000159261	0.0762388953
ENSG00000159263	17.1256615670
ENSG00000159266	23.6715789374
ENSG00000159267	48.5746068008
ENSG00000159279	0.0000000000
ENSG00000159289	0.0000000000
ENSG00000068394	141.8304848884
ENSG00000159307	0.0000000000
ENSG00000159314	8.3667609617
ENSG00000159322	181.1232401202
ENSG00000159335	2022.2009572922
ENSG00000159337	12.4338598779
ENSG00000159339	0.9790103122
ENSG00000159346	1412.6896408930
ENSG00000159348	379.5835184351
ENSG00000159352	1977.3216398073
ENSG00000159363	370.2598647609
ENSG00000068400	66.8031770521
ENSG00000159374	0.0000000000
ENSG00000159377	3341.7937706019
ENSG00000159387	0.3420037144
ENSG00000159388	6.9994336647
ENSG00000159398	0.0000000000
ENSG00000159399	418.0660333468
ENSG00000159403	49.0003220401
ENSG00000159409	0.1086814704
ENSG00000159423	61.6619132303
ENSG00000159433	1.3799602678
ENSG00000068438	319.4177401735
ENSG00000159445	11.2195949762
ENSG00000159450	2.0689114178
ENSG00000159455	0.0000000000
ENSG00000159459	18.2938872951
ENSG00000159461	459.8215278214
ENSG00000159479	332.0442255164
ENSG00000159495	0.0000000000
ENSG00000159496	6.5745286891
ENSG00000159516	0.2843831808
ENSG00000159527	0.3054755394
ENSG00000068489	131.4574833544
ENSG00000159556	3.0749372460
ENSG00000159579	202.6287451136
ENSG00000159588	8.3770792159
ENSG00000159592	296.4777171634
ENSG00000159593	144.0049469484
ENSG00000159596	45.0536895246
ENSG00000159618	3.4088104189
ENSG00000159625	0.1179857780
ENSG00000159640	16.2432179325
ENSG00000159648	0.0000000000
ENSG00000068615	0.0000000000
ENSG00000159650	0.1083200749
ENSG00000159658	84.7310286038
ENSG00000159674	12.2647745617
ENSG00000159685	318.9383765830
ENSG00000159692	1154.7644888293
ENSG00000159708	0.0000000000
ENSG00000159712	12.9449036316
ENSG00000159713	0.3170998299
ENSG00000159714	6.7523990455
ENSG00000159720	1198.9991150764
ENSG00000068650	95.1872614409
ENSG00000159723	0.4708578288
ENSG00000159733	8.1821802426
ENSG00000159753	2.9212273232
ENSG00000159761	1.0409058160
ENSG00000159763	0.0000000000
ENSG00000159784	0.1164520012
ENSG00000159788	43.1556083630
ENSG00000159792	160.8444978986
ENSG00000159797	0.0000000000
ENSG00000159840	540.4472932531
ENSG00000068654	230.6875088735
ENSG00000159842	433.9925779021
ENSG00000159860	1.6122316866
ENSG00000159871	0.9067151090
ENSG00000159873	10.1632653918
ENSG00000159882	1.9759711434
ENSG00000159884	45.9439754505
ENSG00000159885	4.0862865303
ENSG00000159899	8.7334859389
ENSG00000159904	4.3150733867
ENSG00000159905	8.7897598563
ENSG00000068697	598.0917294140
ENSG00000159915	0.8898745226
ENSG00000159917	2.5938699506
ENSG00000159921	21.9402279060
ENSG00000159958	2.2243515154
ENSG00000159961	0.0000000000
ENSG00000160007	250.3510573379
ENSG00000160013	0.0000000000
ENSG00000160014	1754.0878131810
ENSG00000160049	147.8617715517
ENSG00000160050	4.9312948741
ENSG00000005812	14.3122647643
ENSG00000068724	212.7263066304
ENSG00000160051	22.9477737277
ENSG00000160055	36.7317807562
ENSG00000160058	110.6767672524
ENSG00000160062	4.9691358542
ENSG00000160072	79.9186430189
ENSG00000160075	179.9798978787
ENSG00000160087	160.6119440419
ENSG00000160094	37.9034394272
ENSG00000160097	0.2685071620
ENSG00000160111	1.3079538071
ENSG00000068745	155.3991447253
ENSG00000160113	580.5302115557
ENSG00000160117	34.8866662515
ENSG00000160124	44.3424794499
ENSG00000160131	41.7104033296
ENSG00000160145	0.5679720373
ENSG00000160161	8.4656966139
ENSG00000160172	24.1041682098
ENSG00000160179	0.0814555144
ENSG00000160180	10.9895564023
ENSG00000160181	0.0000000000
ENSG00000068781	0.0211212972
ENSG00000160182	7.2845845532
ENSG00000160183	3.2890051195
ENSG00000160185	0.0000000000
ENSG00000160188	0.7500872748
ENSG00000160190	87.5819271485
ENSG00000160191	54.5757065316
ENSG00000160193	308.2661181634
ENSG00000160194	256.5563723432
ENSG00000160199	44.0854817923
ENSG00000160200	545.5269158433
ENSG00000068784	18.4645719093
ENSG00000160201	1981.8093254165
ENSG00000160202	0.0000000000
ENSG00000160207	17.9035544090
ENSG00000160208	224.8934239244
ENSG00000160209	456.3431991907
ENSG00000160211	2491.5289026354
ENSG00000160213	3524.2837448837
ENSG00000160214	270.8540532773
ENSG00000160216	32.8186940842
ENSG00000160218	126.4771314123
ENSG00000068793	2399.0550524995
ENSG00000160219	1.4351031761
ENSG00000160220	542.9696649512
ENSG00000160221	593.9934637825
ENSG00000160223	59.0243050529
ENSG00000160224	0.0000000000
ENSG00000160226	31.5944365930
ENSG00000160229	0.0000000000
ENSG00000160233	29.7783318335
ENSG00000160255	95.6309706805
ENSG00000160256	467.8955881714
ENSG00000068796	25.1893538038
ENSG00000160271	102.3647757963
ENSG00000160282	0.7533445682
ENSG00000160284	135.7818820691
ENSG00000160285	316.2446739633
ENSG00000160293	268.7425494088
ENSG00000160294	272.9275945240
ENSG00000160296	0.0000000000
ENSG00000160298	39.1740380556
ENSG00000160299	104.2696150456
ENSG00000160305	97.4045962823
ENSG00000068831	0.1261107958
ENSG00000160307	0.4019324820
ENSG00000160310	280.9826285288
ENSG00000160318	9.2868110417
ENSG00000160321	0.0000000000
ENSG00000160323	2.1226215903
ENSG00000160325	52.7988706800
ENSG00000160326	38.5137414164
ENSG00000160336	39.5960381334
ENSG00000160339	0.0000000000
ENSG00000160345	17.9631788085
ENSG00000068878	43.1015940672
ENSG00000160349	0.0000000000
ENSG00000160352	12.2608299525
ENSG00000160360	25.2469183609
ENSG00000160392	155.8215187549
ENSG00000160396	1.3157508240
ENSG00000160401	17.9658256371
ENSG00000160404	46.6760310966
ENSG00000160408	109.6272093383
ENSG00000160410	586.3909020125
ENSG00000160439	205.7977092706
ENSG00000068885	11.8310993428
