EnsEMBL_Gene_ID	MDAMB453
ENSG00000155833	0.0000000000
ENSG00000155846	8.6657498459
ENSG00000067082	215.1074011039
ENSG00000155849	0.0828654074
ENSG00000155850	0.3433228668
ENSG00000155858	11.4027995022
ENSG00000155868	15.5762299340
ENSG00000155875	0.3623751495
ENSG00000155876	169.7338634226
ENSG00000155886	0.0000000000
ENSG00000155890	0.0000000000
ENSG00000155893	17.9288063532
ENSG00000155897	0.0000000000
ENSG00000067113	3.1495611815
ENSG00000155903	4.2377588628
ENSG00000155906	26.3061116051
ENSG00000155918	0.0000000000
ENSG00000155926	0.0000000000
ENSG00000155957	75.2048612586
ENSG00000155959	226.0752383017
ENSG00000155961	0.3012854847
ENSG00000155962	2.4430157455
ENSG00000155966	0.0000000000
ENSG00000155970	0.0000000000
ENSG00000067141	3.1943844219
ENSG00000155974	9.0759415174
ENSG00000155975	29.5471403730
ENSG00000155980	0.1252702917
ENSG00000155984	193.7060789134
ENSG00000156006	0.0000000000
ENSG00000156009	0.0000000000
ENSG00000156011	14.7421457578
ENSG00000156017	7.1781681610
ENSG00000156026	25.1019091854
ENSG00000156030	97.7634992797
ENSG00000005486	480.9294289391
ENSG00000067167	127.9479749039
ENSG00000156035	0.0000000000
ENSG00000156042	0.2649851118
ENSG00000156049	2.5392574012
ENSG00000156050	32.5579597825
ENSG00000156052	0.0000000000
ENSG00000156076	0.0000000000
ENSG00000156096	0.0000000000
ENSG00000156097	0.0000000000
ENSG00000156103	11.5686774188
ENSG00000156110	81.0551281533
ENSG00000067177	33.4294266636
ENSG00000156113	249.8943612534
ENSG00000156127	22.2955367912
ENSG00000156136	33.7294007383
ENSG00000156140	0.0000000000
ENSG00000156150	18.8780393553
ENSG00000156162	10.8863528808
ENSG00000156170	21.6752827953
ENSG00000156171	27.6252772466
ENSG00000156172	7.8246812776
ENSG00000156194	0.6997785803
ENSG00000067182	386.0401223752
ENSG00000156206	0.0000000000
ENSG00000156218	5.3522771048
ENSG00000156219	0.0000000000
ENSG00000156222	0.0000000000
ENSG00000156232	20.0688810931
ENSG00000156234	0.0000000000
ENSG00000156239	23.8090195609
ENSG00000156253	52.1901077660
ENSG00000156256	37.9860570740
ENSG00000156261	309.7102688325
ENSG00000067191	4.4476865730
ENSG00000156265	0.0000000000
ENSG00000156269	0.0000000000
ENSG00000156273	16.5933428112
ENSG00000156282	0.0000000000
ENSG00000156284	31.3407422827
ENSG00000156298	0.3623751495
ENSG00000156299	114.2862003932
ENSG00000156304	134.4271217992
ENSG00000156313	2.2438761537
ENSG00000156345	19.7813720097
ENSG00000067208	5.3482819571
ENSG00000156363	0.0000000000
ENSG00000156374	12.0180570473
ENSG00000156381	150.3316867546
ENSG00000156384	5.7685624246
ENSG00000156395	0.0000000000
ENSG00000156398	50.7915344854
ENSG00000156411	565.1232600009
ENSG00000156413	0.6497725137
ENSG00000156414	0.0000000000
ENSG00000156427	0.0000000000
ENSG00000067221	37.0669831615
ENSG00000156453	110.9202667279
ENSG00000156463	0.0000000000
ENSG00000156466	0.0000000000
ENSG00000156467	278.5573988047
ENSG00000156469	29.9225652043
ENSG00000156471	364.9125381896
ENSG00000156475	0.0000000000
ENSG00000156482	7488.4487988440
ENSG00000156486	0.4423681458
ENSG00000156500	6.5667475039
ENSG00000067225	2765.2920478656
ENSG00000156502	86.5965737489
ENSG00000156504	138.2427073851
ENSG00000156508	8813.3620406157
ENSG00000156509	2.1458181147
ENSG00000156510	0.0000000000
ENSG00000156515	1394.2333174152
ENSG00000156521	87.7896978323
ENSG00000156531	24.9294008513
ENSG00000156535	0.4807235143
ENSG00000156564	6.2480495652
ENSG00000067248	28.7781452378
ENSG00000156574	3.3604037885
ENSG00000156575	0.0000000000
ENSG00000156577	0.0000000000
ENSG00000156587	96.4012148281
ENSG00000156599	349.6456718580
ENSG00000156603	157.1045685875
ENSG00000156639	242.5341124656
ENSG00000156642	112.7531300859
ENSG00000156650	126.3532629130
ENSG00000156671	18.2229171565
ENSG00000067334	54.5067944172
ENSG00000156675	60.6052067112
ENSG00000156687	0.0000000000
ENSG00000156689	0.0000000000
ENSG00000156697	71.3053654980
ENSG00000156709	299.7573106144
ENSG00000156711	537.7950253134
ENSG00000156735	28.0058629745
ENSG00000156738	0.0000000000
ENSG00000156750	0.0000000000
ENSG00000156755	0.0000000000
ENSG00000067365	153.9031738068
ENSG00000156787	9.5012523215
ENSG00000156795	57.2079322441
ENSG00000156802	206.7979224683
ENSG00000156804	169.8345191498
ENSG00000156831	63.0758945054
ENSG00000156853	74.3074356684
ENSG00000156858	483.1615173593
ENSG00000156860	499.3543253089
ENSG00000156869	13.1438874079
ENSG00000156873	409.3503034966
ENSG00000005513	0.0000000000
ENSG00000067369	209.6507231227
ENSG00000156875	82.2874598766
ENSG00000156876	14.4344530206
ENSG00000156885	0.0000000000
ENSG00000156886	0.0000000000
ENSG00000156920	0.0000000000
ENSG00000156925	4.6045898817
ENSG00000156928	141.8148011124
ENSG00000156931	44.5871637794
ENSG00000156958	120.9382844012
ENSG00000156959	0.2140755989
ENSG00000067445	6.4177851241
ENSG00000156966	1.2118873697
ENSG00000156968	84.9976377409
ENSG00000156970	138.8668220990
ENSG00000156973	79.0922659171
ENSG00000156976	844.8217798511
ENSG00000156983	92.6460797380
ENSG00000156990	242.9514413404
ENSG00000157005	0.0000000000
ENSG00000157014	131.0877769384
ENSG00000157017	1.8600639321
ENSG00000067533	11.4044422629
ENSG00000157020	434.5191656748
ENSG00000157021	0.0000000000
ENSG00000157033	0.0000000000
ENSG00000157036	6.9362731640
ENSG00000157045	113.8687193894
ENSG00000157060	0.0000000000
ENSG00000157064	0.5368864164
ENSG00000157077	16.8066229495
ENSG00000157087	0.0000000000
ENSG00000157093	0.7933122034
ENSG00000067560	2724.8399008971
ENSG00000157103	0.0000000000
ENSG00000157106	57.5392715719
ENSG00000157107	18.7494828275
ENSG00000157110	3.9338291525
ENSG00000157111	0.0000000000
ENSG00000157119	0.0000000000
ENSG00000157131	0.0000000000
ENSG00000157150	0.0000000000
ENSG00000157152	0.0000000000
ENSG00000157168	0.0000000000
ENSG00000067596	119.4266168356
ENSG00000157181	21.3181725564
ENSG00000157184	128.5600910950
ENSG00000157191	200.2838387759
ENSG00000157193	77.1938750513
ENSG00000157211	0.6497675061
ENSG00000157212	73.5271638397
ENSG00000157214	0.2490430496
ENSG00000157216	146.9600800670
ENSG00000157219	0.0000000000
ENSG00000157224	28.5928693445
ENSG00000067601	23.6280106651
ENSG00000157227	6.3235752330
ENSG00000157240	69.1697334833
ENSG00000157259	19.5670705692
ENSG00000157303	0.0000000000
ENSG00000157306	139.2871379670
ENSG00000157312	33.6945314426
ENSG00000157315	1.1579205935
ENSG00000157322	0.0000000000
ENSG00000157326	275.4776626197
ENSG00000157330	0.0000000000
ENSG00000067606	242.6270609409
ENSG00000157335	0.0000000000
ENSG00000157341	0.0000000000
ENSG00000157343	3.8590800086
ENSG00000157344	53.0492011688
ENSG00000157349	147.9823493348
ENSG00000157350	6.1575879271
ENSG00000157353	100.3346712330
ENSG00000157358	0.0000000000
ENSG00000157368	0.0000000000
ENSG00000157379	182.3521979635
ENSG00000067646	0.1933569424
ENSG00000157388	55.2366020487
ENSG00000157399	0.0000000000
ENSG00000157404	0.0000000000
ENSG00000157423	0.1122550071
ENSG00000157426	9.0238593860
ENSG00000157429	4.0476013951
ENSG00000157445	0.0000000000
ENSG00000157450	67.5492849749
ENSG00000157456	464.5427441327
ENSG00000157470	0.2016678312
ENSG00000067704	434.1915671087
ENSG00000157483	31.4995575078
ENSG00000157500	49.5816331353
ENSG00000157502	1.1532862671
ENSG00000157510	0.1667745626
ENSG00000157514	873.3931886885
ENSG00000157538	73.5593240448
ENSG00000157540	100.0920007043
ENSG00000157542	0.0000000000
ENSG00000157551	0.6017787246
ENSG00000157554	0.0000000000
ENSG00000067715	0.1376898192
ENSG00000157557	10.4133881329
ENSG00000157570	0.2294567055
ENSG00000157576	0.9088308271
ENSG00000157578	0.9093031704
ENSG00000157593	392.6247000499
ENSG00000157600	96.1100644186
ENSG00000157601	3.5416033010
ENSG00000157606	0.0000000000
ENSG00000157613	167.5330324299
ENSG00000157617	0.4269604806
ENSG00000005700	21.8419941328
ENSG00000067798	0.0710178756
ENSG00000157625	18.6925876560
ENSG00000157637	220.8258847678
ENSG00000157653	0.6398756070
ENSG00000157654	0.2104803294
ENSG00000157657	0.1460547279
ENSG00000157680	0.0000000000
ENSG00000157693	213.0311956804
ENSG00000157703	0.9809032798
ENSG00000157734	12.3118765185
ENSG00000157741	8.0492075244
ENSG00000067829	1411.9784153989
ENSG00000157764	28.1756823189
ENSG00000157765	0.1685668929
ENSG00000157766	0.0000000000
ENSG00000157778	210.7514661047
ENSG00000157782	0.1843394935
ENSG00000157796	13.7572725323
ENSG00000157800	46.9131608583
ENSG00000157819	0.0000000000
ENSG00000157823	113.6252922024
ENSG00000157827	4.0009117709
ENSG00000067836	773.1549951197
ENSG00000157828	0.0000000000
ENSG00000157833	0.4103782587
ENSG00000157837	66.7518335089
ENSG00000157851	0.0000000000
ENSG00000157856	0.0000000000
ENSG00000157869	21.0697747214
ENSG00000157870	174.1429777772
ENSG00000157873	2.3592271600
ENSG00000157881	203.0680462168
ENSG00000157884	0.0000000000
ENSG00000067840	0.5584229899
ENSG00000157890	0.1099487562
ENSG00000157895	75.6731420757
ENSG00000157911	126.7953345029
ENSG00000157916	313.1552740164
ENSG00000157927	0.1905678579
ENSG00000157933	154.4976758788
ENSG00000157950	0.0000000000
ENSG00000157954	132.8965685000
ENSG00000157965	0.0000000000
ENSG00000157978	304.8933142240
ENSG00000067842	0.0000000000
ENSG00000157985	93.4279645164
ENSG00000157992	191.6892296881
ENSG00000157999	5.8347891667
ENSG00000158006	52.7463888099
ENSG00000158008	0.8720499233
ENSG00000158014	0.0000000000
ENSG00000158019	80.6988289444
ENSG00000158022	0.0000000000
ENSG00000158023	4.5721886879
ENSG00000158042	757.3354949457
ENSG00000067900	45.2189861775
ENSG00000158050	40.9936034368
ENSG00000158055	81.2256267442
ENSG00000158062	183.9983045093
ENSG00000158077	0.1829411558
ENSG00000158079	8.3881408962
ENSG00000158089	301.4081957445
ENSG00000158092	29.3318167572
ENSG00000158104	0.2331366475
ENSG00000158106	957.6081005282
ENSG00000158109	191.4536828820
ENSG00000067955	102.9445596670
ENSG00000158113	0.0000000000
ENSG00000158122	12.5593506654
ENSG00000158125	127.4133775965
ENSG00000158156	32.1573035111
ENSG00000158158	111.8038575094
ENSG00000158161	31.3724404381
ENSG00000158163	3.3016422236
ENSG00000158164	5.7480591120
ENSG00000158169	18.5392154990
ENSG00000158185	0.0000000000
ENSG00000067992	36.8127014465
ENSG00000158186	2.7427513740
ENSG00000158195	363.3447922136
ENSG00000158201	24.6587615245
ENSG00000158220	7.5911987127
ENSG00000158234	47.4781525842
ENSG00000158246	302.0171746715
ENSG00000158258	86.1250934353
ENSG00000158270	4.8511310547
ENSG00000158286	15.8023608078
ENSG00000158290	36.0404037065
ENSG00000068001	124.7989939127
ENSG00000158292	81.4096180420
ENSG00000158296	0.0804629589
ENSG00000158301	11.9169787986
ENSG00000158315	0.4696710561
ENSG00000158321	141.0475327940
ENSG00000158352	0.1449313986
ENSG00000158373	708.4836396961
ENSG00000158402	55.9803100610
ENSG00000158406	304.1827516990
ENSG00000158411	40.6085330263
ENSG00000068024	31.6173672641
ENSG00000158417	65.8547068574
ENSG00000158423	29.0584871759
ENSG00000158427	0.3365659473
ENSG00000158428	0.7935522373
ENSG00000158435	90.5436004426
ENSG00000158445	0.3724089662
ENSG00000158457	50.9705777756
ENSG00000158458	0.5342723269
ENSG00000158467	22.2423712381
ENSG00000158470	63.0776964520
ENSG00000005801	26.5951857277
ENSG00000068028	109.7098959043
ENSG00000158473	0.0000000000
ENSG00000158477	0.0000000000
ENSG00000158480	55.5799397108
ENSG00000158481	0.0000000000
ENSG00000158482	0.5784814214
ENSG00000158483	91.5313062717
ENSG00000158485	0.0000000000
ENSG00000158486	1.9901884471
ENSG00000158488	0.0000000000
ENSG00000158497	0.0000000000
ENSG00000068078	5.9675995825
ENSG00000158516	0.0000000000
ENSG00000158517	0.0000000000
ENSG00000158525	0.1309217594
ENSG00000158526	437.6714818978
ENSG00000158527	1.1368600924
ENSG00000158528	1.9233514030
ENSG00000158545	196.4434261059
ENSG00000158552	226.2620316355
ENSG00000158553	0.0000000000
ENSG00000158555	47.6782917794
ENSG00000068079	1.5034050698
ENSG00000158560	0.1166806871
ENSG00000158571	16.9312874444
ENSG00000158578	0.0000000000
ENSG00000158604	355.0862882323
ENSG00000158615	263.6129804246
ENSG00000158623	80.3792420928
ENSG00000158636	117.6727721408
ENSG00000158639	0.0000000000
ENSG00000158669	328.6962169872
ENSG00000158683	0.1911846274
ENSG00000068097	76.6895753949
ENSG00000158691	7.6692428626
ENSG00000158710	1226.1255780291
ENSG00000158711	48.8175086629
ENSG00000158714	0.3181911003
ENSG00000158715	49.2188061417
ENSG00000158716	618.1963714378
ENSG00000158717	44.6352115664
ENSG00000158731	0.0000000000
ENSG00000158747	778.5387495818
ENSG00000158748	0.1762560581
ENSG00000068120	504.7057831101
ENSG00000158764	0.0000000000
ENSG00000158769	588.9620368525
ENSG00000158773	678.9979445677
ENSG00000158786	0.0000000000
ENSG00000158792	110.2612033800
ENSG00000158793	192.5711857735
ENSG00000158796	220.2665851775
ENSG00000158805	97.8431650743
ENSG00000158806	11.8610075007
ENSG00000158813	2.2019447350
ENSG00000068137	385.2656515444
ENSG00000158815	0.0000000000
ENSG00000158816	0.7027981132
ENSG00000158825	0.0000000000
ENSG00000158828	295.6282251925
ENSG00000158850	507.2589642241
ENSG00000158856	0.8645587133
ENSG00000158859	25.0715890550
ENSG00000158863	190.1541687690
ENSG00000158864	1516.2016272328
ENSG00000158865	1.3378573701
ENSG00000068305	22.4864286890
ENSG00000158869	1.9025681134
ENSG00000158874	2.2081920654
ENSG00000158882	214.7602490660
ENSG00000158887	0.0000000000
ENSG00000158901	1.3232240150
ENSG00000158927	24.8898910454
ENSG00000158941	420.9045175774
ENSG00000158955	0.0000000000
ENSG00000158966	1.7740233399
ENSG00000158985	35.1261014491
ENSG00000068308	277.0634184364
ENSG00000158987	21.9897248829
ENSG00000159023	41.0460881883
ENSG00000159055	202.7963856197
ENSG00000159063	159.6221527288
ENSG00000159069	1593.8700140906
ENSG00000159079	174.5831358144
ENSG00000159082	20.4751313481
ENSG00000159086	28.2452362291
ENSG00000159110	1.9239888116
ENSG00000159111	538.8758653051
ENSG00000068323	209.0831774940
ENSG00000159113	74.4397433868
ENSG00000159123	0.0000000000
ENSG00000159128	41.8451640560
ENSG00000159131	159.8648061936
ENSG00000159140	380.3984148775
ENSG00000159147	43.1329015299
ENSG00000159164	0.7983836056
ENSG00000159166	277.0688343270
ENSG00000159167	46.2933786117
ENSG00000159173	2.4220532531
ENSG00000068354	67.4381551583
ENSG00000159176	1991.0707671862
ENSG00000159182	0.0000000000
ENSG00000159184	0.0000000000
ENSG00000159186	966.7458216246
ENSG00000159189	0.0000000000
ENSG00000159197	1.7484600962
ENSG00000159199	455.3984066412
ENSG00000159200	29.5333198537
ENSG00000159202	611.3428287752
ENSG00000159208	14.7556940641
ENSG00000005810	11.1596092799
ENSG00000068366	1.3718217025
ENSG00000159210	1113.7285784814
ENSG00000159212	0.0000000000
ENSG00000159214	156.9457543896
ENSG00000159216	75.8782591865
ENSG00000159217	0.5168425839
ENSG00000159224	0.0000000000
ENSG00000159228	6.6758503136
ENSG00000159231	202.6025027573
ENSG00000159239	13.4423619354
ENSG00000159247	38.7345847000
ENSG00000068383	64.6784339930
ENSG00000159248	0.0000000000
ENSG00000159251	0.0000000000
ENSG00000159256	20.0356794170
ENSG00000159259	143.3606392838
ENSG00000159261	0.0000000000
ENSG00000159263	0.3600432631
ENSG00000159266	59.9936933994
ENSG00000159267	15.8591264999
ENSG00000159279	0.0000000000
ENSG00000159289	0.1013420545
ENSG00000068394	247.6777396734
ENSG00000159307	0.2604458932
ENSG00000159314	12.9470128894
ENSG00000159322	50.1817821731
ENSG00000159335	1730.1672825858
ENSG00000159337	0.4878515893
ENSG00000159339	0.1277180494
ENSG00000159346	999.9691143376
ENSG00000159348	527.9833257192
ENSG00000159352	2088.0893049022
ENSG00000159363	436.7715833292
ENSG00000068400	211.1293695637
ENSG00000159374	0.2760000152
ENSG00000159377	3222.2324248200
ENSG00000159387	0.0000000000
ENSG00000159388	529.6491632647
ENSG00000159398	0.0000000000
ENSG00000159399	487.4117600811
ENSG00000159403	4.1088463685
ENSG00000159409	0.8429273008
ENSG00000159423	3154.3749153618
ENSG00000159433	0.7378658317
ENSG00000068438	170.6563801668
ENSG00000159445	4.3367026732
ENSG00000159450	0.5541458200
ENSG00000159455	0.0000000000
ENSG00000159459	39.2420181593
ENSG00000159461	420.6164699893
ENSG00000159479	171.4357004564
ENSG00000159495	0.0000000000
ENSG00000159496	12.4946477305
ENSG00000159516	0.0000000000
ENSG00000159527	0.0000000000
ENSG00000068489	41.9998343495
ENSG00000159556	6.0189364591
ENSG00000159579	161.4708120412
ENSG00000159588	6.7220813732
ENSG00000159592	282.5749413053
ENSG00000159593	94.8404532858
ENSG00000159596	93.1107438036
ENSG00000159618	0.0000000000
ENSG00000159625	2.5271055582
ENSG00000159640	20.5572974812
ENSG00000159648	0.0000000000
ENSG00000068615	9.5154616069
ENSG00000159650	0.0000000000
ENSG00000159658	94.8639567796
ENSG00000159674	0.7749407629
ENSG00000159685	121.1684495168
ENSG00000159692	786.8792264144
ENSG00000159708	0.0000000000
ENSG00000159712	2.6519293655
ENSG00000159713	0.0000000000
ENSG00000159714	17.7826313714
ENSG00000159720	1387.8711975582
ENSG00000068650	17.7802631795
ENSG00000159723	4.5891182413
ENSG00000159733	11.2842562877
ENSG00000159753	1.6330535234
ENSG00000159761	16.4481909484
ENSG00000159763	40.9492109002
ENSG00000159784	0.1136470651
ENSG00000159788	34.5321060881
ENSG00000159792	245.2813655869
ENSG00000159797	0.0000000000
ENSG00000159840	197.1433330992
ENSG00000068654	107.8719923904
ENSG00000159842	101.8042377624
ENSG00000159860	2.9737284096
ENSG00000159871	0.3115513517
ENSG00000159873	34.1299242787
ENSG00000159882	4.2123594190
ENSG00000159884	91.9829182614
ENSG00000159885	1.7155131548
ENSG00000159899	14.0982296647
ENSG00000159904	4.7769000979
ENSG00000159905	10.5133699751
ENSG00000068697	1179.5312459531
ENSG00000159915	6.4782610048
ENSG00000159917	5.6143078016
ENSG00000159921	48.7269616916
ENSG00000159958	4.3000028504
ENSG00000159961	0.0000000000
ENSG00000160007	392.8606553058
ENSG00000160013	0.0000000000
ENSG00000160014	1854.6430976441
ENSG00000160049	119.2406962206
ENSG00000160050	132.4640984696
ENSG00000005812	23.9454787142
ENSG00000068724	48.8398060642
ENSG00000160051	55.0115012139
ENSG00000160055	110.3599592537
ENSG00000160058	202.2926034736
ENSG00000160062	9.2563836656
ENSG00000160072	113.1147949419
ENSG00000160075	199.4256047732
ENSG00000160087	231.9496966751
ENSG00000160094	154.4728011299
ENSG00000160097	1.3084747028
ENSG00000160111	30.6359678645
ENSG00000068745	477.8221457507
ENSG00000160113	559.5036600073
ENSG00000160117	1.1939126790
ENSG00000160124	23.8199170857
ENSG00000160131	66.3203953092
ENSG00000160145	1.8546506794
ENSG00000160161	1.9132445871
ENSG00000160172	18.7070121843
ENSG00000160179	296.5024828590
ENSG00000160180	78.3170158134
ENSG00000160181	0.0000000000
ENSG00000068781	0.0000000000
ENSG00000160182	65.5249975910
ENSG00000160183	0.0907112890
ENSG00000160185	0.0000000000
ENSG00000160188	4.3980739336
ENSG00000160190	104.5813423924
ENSG00000160191	0.0000000000
ENSG00000160193	82.1656110209
ENSG00000160194	100.7123594851
ENSG00000160199	36.4786505733
ENSG00000160200	1779.3466202542
ENSG00000068784	36.0195793348
ENSG00000160201	997.5280476665
ENSG00000160202	0.0000000000
ENSG00000160207	3.3163626693
ENSG00000160208	66.7288626007
ENSG00000160209	146.4236471985
ENSG00000160211	6702.5704865993
ENSG00000160213	1682.6634824132
ENSG00000160214	119.9944949251
ENSG00000160216	116.8206684895
ENSG00000160218	82.1747302317
ENSG00000068793	567.8446371348
ENSG00000160219	0.0000000000
ENSG00000160220	206.8751804554
ENSG00000160221	530.1376358262
ENSG00000160223	63.8825069487
ENSG00000160224	0.0000000000
ENSG00000160226	73.3308877082
ENSG00000160229	0.0000000000
ENSG00000160233	5.1763621270
ENSG00000160255	2.1166897497
ENSG00000160256	202.8163968801
ENSG00000068796	23.0260852898
ENSG00000160271	194.5413022043
ENSG00000160282	0.0000000000
ENSG00000160284	74.0857584366
ENSG00000160285	510.6388940108
ENSG00000160293	196.7555215923
ENSG00000160294	361.7076238354
ENSG00000160296	0.0000000000
ENSG00000160298	56.9087887474
ENSG00000160299	133.3298747022
ENSG00000160305	159.2360195992
ENSG00000068831	0.0000000000
ENSG00000160307	0.0000000000
ENSG00000160310	312.3018844257
ENSG00000160318	15.3531160508
ENSG00000160321	0.0000000000
ENSG00000160323	27.1486202952
ENSG00000160325	250.9552073549
ENSG00000160326	1.3796351942
ENSG00000160336	8.5879939100
ENSG00000160339	0.0000000000
ENSG00000160345	32.2451872449
ENSG00000068878	24.9256960525
ENSG00000160349	0.0000000000
ENSG00000160352	32.1009092337
ENSG00000160360	18.5634073361
ENSG00000160392	288.3815650230
ENSG00000160396	0.8522846568
ENSG00000160401	5.4761030167
ENSG00000160404	102.4897874647
ENSG00000160408	86.7077272708
ENSG00000160410	261.6879336908
ENSG00000160439	288.8395999183
ENSG00000068885	8.5687734064
