EnsEMBL_Gene_ID	184B5
ENSG00000155329	19.3752085816
ENSG00000155330	22.4001638906
ENSG00000155352	41.9641730092
ENSG00000155363	309.2544753391
ENSG00000155366	1323.5902527978
ENSG00000155367	17.6024154435
ENSG00000067048	0.1458593342
ENSG00000155368	1105.2859292720
ENSG00000155372	0.0000000000
ENSG00000155380	258.9345019010
ENSG00000155393	29.4797045532
ENSG00000155428	1.2620055888
ENSG00000155438	167.6955078778
ENSG00000155463	974.1117489283
ENSG00000155465	2.4143971753
ENSG00000155495	0.0550322098
ENSG00000155506	526.0119863165
ENSG00000067057	682.5913650919
ENSG00000155508	198.4366990026
ENSG00000155511	0.1404100493
ENSG00000155530	0.0000000000
ENSG00000155542	8.9341119747
ENSG00000155545	11.6906577039
ENSG00000155561	88.8314519166
ENSG00000155592	7.8301327881
ENSG00000155621	47.6946282075
ENSG00000155622	0.0000000000
ENSG00000155629	0.0924854809
ENSG00000067064	257.6402270321
ENSG00000155636	32.6683732076
ENSG00000155640	6.3559849159
ENSG00000155657	1.0339823567
ENSG00000155659	0.0000000000
ENSG00000155660	384.5715404092
ENSG00000155666	9.9235408007
ENSG00000155714	0.0000000000
ENSG00000155719	1.2739658529
ENSG00000155729	31.3786941106
ENSG00000155744	8.7852918975
ENSG00000067066	50.7045554879
ENSG00000155749	0.3262297199
ENSG00000155754	0.0000000000
ENSG00000155755	36.3406114851
ENSG00000155760	6.1042061909
ENSG00000155761	0.1324921152
ENSG00000155792	5.1948471494
ENSG00000155816	0.0000000000
ENSG00000155827	84.2339852656
ENSG00000155833	0.0000000000
ENSG00000155846	17.8806979472
ENSG00000067082	388.5457570049
ENSG00000155849	0.1094261063
ENSG00000155850	127.0299832960
ENSG00000155858	11.1867603798
ENSG00000155868	59.1328506395
ENSG00000155875	0.0000000000
ENSG00000155876	380.1726354906
ENSG00000155886	0.0000000000
ENSG00000155890	0.0000000000
ENSG00000155893	72.1078999617
ENSG00000155897	0.0000000000
ENSG00000067113	41.2601565369
ENSG00000155903	9.7841115337
ENSG00000155906	110.2966037005
ENSG00000155918	54.9886126450
ENSG00000155926	0.3381580265
ENSG00000155957	183.9117544148
ENSG00000155959	84.2810261280
ENSG00000155961	0.0000000000
ENSG00000155962	0.5207174453
ENSG00000155966	0.0339049745
ENSG00000155970	2.7754916905
ENSG00000067141	73.6023039983
ENSG00000155974	32.4526358988
ENSG00000155975	81.9734462722
ENSG00000155980	4.2071830463
ENSG00000155984	131.0943139391
ENSG00000156006	0.0000000000
ENSG00000156009	0.0000000000
ENSG00000156011	26.7974432210
ENSG00000156017	17.1221088460
ENSG00000156026	85.2962154090
ENSG00000156030	63.5891012509
ENSG00000005486	284.4036129508
ENSG00000067167	404.4571854442
ENSG00000156035	0.0000000000
ENSG00000156042	7.2348176754
ENSG00000156049	0.0000000000
ENSG00000156050	13.6315598192
ENSG00000156052	120.5481493408
ENSG00000156076	0.0000000000
ENSG00000156096	0.0000000000
ENSG00000156097	0.4138830116
ENSG00000156103	0.1453264586
ENSG00000156110	329.0314877577
ENSG00000067177	33.4155303972
ENSG00000156113	4.4858094760
ENSG00000156127	0.0000000000
ENSG00000156136	33.6213205774
ENSG00000156140	0.1618538792
ENSG00000156150	3.9421263852
ENSG00000156162	36.8423884775
ENSG00000156170	30.8811383065
ENSG00000156171	105.4436465309
ENSG00000156172	4.8593840095
ENSG00000156194	0.4677502893
ENSG00000067182	423.5708634073
ENSG00000156206	0.8958881603
ENSG00000156218	0.3151357126
ENSG00000156219	0.1512767230
ENSG00000156222	0.4140718273
ENSG00000156232	29.8797253388
ENSG00000156234	0.0000000000
ENSG00000156239	16.8043845674
ENSG00000156253	76.8397857467
ENSG00000156256	61.9816683681
ENSG00000156261	523.0275142498
ENSG00000067191	14.5576410850
ENSG00000156265	17.7736484533
ENSG00000156269	0.0000000000
ENSG00000156273	31.9016412926
ENSG00000156282	0.0000000000
ENSG00000156284	8.0806533713
ENSG00000156298	31.6598336766
ENSG00000156299	14.2300606146
ENSG00000156304	89.2376773992
ENSG00000156313	7.2010842662
ENSG00000156345	39.7870446029
ENSG00000067208	15.2132448220
ENSG00000156363	0.0000000000
ENSG00000156374	16.1132454584
ENSG00000156381	28.9561980899
ENSG00000156384	6.8576501974
ENSG00000156395	0.2098958601
ENSG00000156398	14.1488101384
ENSG00000156411	938.0865981038
ENSG00000156413	0.6698264666
ENSG00000156414	3.0025760276
ENSG00000156427	0.0000000000
ENSG00000067221	37.9802063368
ENSG00000156453	245.6278422215
ENSG00000156463	44.9402086606
ENSG00000156466	0.6300581560
ENSG00000156467	1033.6318847737
ENSG00000156469	44.8358642997
ENSG00000156471	732.5159137594
ENSG00000156475	108.9001056436
ENSG00000156482	13080.2718895170
ENSG00000156486	4.8310783520
ENSG00000156500	4.7172859919
ENSG00000067225	7715.2098934626
ENSG00000156502	92.8137409947
ENSG00000156504	67.7148760509
ENSG00000156508	15326.6991573335
ENSG00000156509	1.6643228045
ENSG00000156510	2.7666235705
ENSG00000156515	655.4167847728
ENSG00000156521	184.9890689147
ENSG00000156531	29.9816904019
ENSG00000156535	352.5066484307
ENSG00000156564	0.0000000000
ENSG00000067248	21.0282848194
ENSG00000156574	0.0000000000
ENSG00000156575	0.0000000000
ENSG00000156577	0.0000000000
ENSG00000156587	282.5508779916
ENSG00000156599	347.5766867668
ENSG00000156603	36.6962046397
ENSG00000156639	163.3865726689
ENSG00000156642	596.7525539776
ENSG00000156650	31.0926970534
ENSG00000156671	44.2837586276
ENSG00000067334	151.8775436018
ENSG00000156675	131.3011157809
ENSG00000156687	0.0000000000
ENSG00000156689	0.8467814826
ENSG00000156697	68.3276429389
ENSG00000156709	136.9796320253
ENSG00000156711	36.1899842262
ENSG00000156735	34.8833108185
ENSG00000156738	0.0000000000
ENSG00000156750	0.0000000000
ENSG00000156755	0.0000000000
ENSG00000067365	63.3614998200
ENSG00000156787	23.0751088899
ENSG00000156795	76.1207923309
ENSG00000156802	66.6830605229
ENSG00000156804	697.4572703852
ENSG00000156831	143.2969509124
ENSG00000156853	31.3650950751
ENSG00000156858	155.2717855094
ENSG00000156860	125.7420560587
ENSG00000156869	92.2963071520
ENSG00000156873	202.5702565333
ENSG00000005513	0.0000000000
ENSG00000067369	54.6545583531
ENSG00000156875	220.9958120568
ENSG00000156876	7.1237431274
ENSG00000156885	0.0000000000
ENSG00000156886	0.0000000000
ENSG00000156920	0.0000000000
ENSG00000156925	0.0000000000
ENSG00000156928	283.2898950486
ENSG00000156931	38.2033941032
ENSG00000156958	40.2653814994
ENSG00000156959	0.0000000000
ENSG00000067445	0.1990180463
ENSG00000156966	2.0002524701
ENSG00000156968	0.4073979387
ENSG00000156970	80.0777953929
ENSG00000156973	123.0370026678
ENSG00000156976	619.5590515852
ENSG00000156983	55.3316792724
ENSG00000156990	239.4263828705
ENSG00000157005	0.0000000000
ENSG00000157014	92.6593893543
ENSG00000157017	0.1789801351
ENSG00000067533	19.3261198000
ENSG00000157020	418.7395073709
ENSG00000157021	4.6727186259
ENSG00000157033	0.0000000000
ENSG00000157036	17.0341683418
ENSG00000157045	213.5102471131
ENSG00000157060	0.0000000000
ENSG00000157064	6.1999507488
ENSG00000157077	61.6652042726
ENSG00000157087	0.1950694555
ENSG00000157093	0.0000000000
ENSG00000067560	1952.3992786463
ENSG00000157103	0.0000000000
ENSG00000157106	44.7713315642
ENSG00000157107	38.5483591519
ENSG00000157110	50.1725473720
ENSG00000157111	0.0000000000
ENSG00000157119	0.0000000000
ENSG00000157131	0.0000000000
ENSG00000157150	0.0000000000
ENSG00000157152	0.8889734131
ENSG00000157168	15.0023171500
ENSG00000067596	186.6113613387
ENSG00000157181	32.3344472121
ENSG00000157184	198.9320239342
ENSG00000157191	275.7888149049
ENSG00000157193	15.8053590308
ENSG00000157211	0.1462059949
ENSG00000157212	38.5410340775
ENSG00000157214	1.3646618337
ENSG00000157216	74.7330718164
ENSG00000157219	0.0000000000
ENSG00000157224	59.5352753309
ENSG00000067601	17.2100801336
ENSG00000157227	1042.5423324220
ENSG00000157240	31.6586366369
ENSG00000157259	69.4898585690
ENSG00000157303	0.0000000000
ENSG00000157306	22.4508035459
ENSG00000157312	15.3594192086
ENSG00000157315	2.3397800440
ENSG00000157322	0.0000000000
ENSG00000157326	195.0007470763
ENSG00000157330	0.0000000000
ENSG00000067606	113.7929683876
ENSG00000157335	0.0000000000
ENSG00000157341	0.0000000000
ENSG00000157343	10.3814715702
ENSG00000157344	45.6595623545
ENSG00000157349	169.7490373016
ENSG00000157350	10.8569015872
ENSG00000157353	51.4086451392
ENSG00000157358	0.0000000000
ENSG00000157368	0.4322645355
ENSG00000157379	505.1974442549
ENSG00000067646	0.0000000000
ENSG00000157388	2.1901568174
ENSG00000157399	0.0000000000
ENSG00000157404	0.0000000000
ENSG00000157423	0.1274141825
ENSG00000157426	18.4338598572
ENSG00000157429	5.0612102699
ENSG00000157445	1.7658422631
ENSG00000157450	40.2709660491
ENSG00000157456	322.0997422607
ENSG00000157470	1.4906101907
ENSG00000067704	382.9733763178
ENSG00000157483	332.7040194802
ENSG00000157500	51.8367775613
ENSG00000157502	4.8310998451
ENSG00000157510	8.5067570923
ENSG00000157514	1713.3729999315
ENSG00000157538	109.4538850210
ENSG00000157540	64.0092062601
ENSG00000157542	0.0000000000
ENSG00000157551	4.2210217794
ENSG00000157554	1.4971692761
ENSG00000067715	7.1515812833
ENSG00000157557	644.5217431013
ENSG00000157570	0.0000000000
ENSG00000157576	2.2729167198
ENSG00000157578	0.6101659137
ENSG00000157593	401.4882784702
ENSG00000157600	97.1798001924
ENSG00000157601	3.4266005096
ENSG00000157606	0.0000000000
ENSG00000157613	0.6165851712
ENSG00000157617	32.8639864300
ENSG00000005700	28.1736813735
ENSG00000067798	0.0956693167
ENSG00000157625	71.8821949524
ENSG00000157637	103.1421180138
ENSG00000157653	9.9085934891
ENSG00000157654	23.5182684827
ENSG00000157657	26.5412781879
ENSG00000157680	0.0985514049
ENSG00000157693	16.0862660514
ENSG00000157703	1.6452181140
ENSG00000157734	3.6765213822
ENSG00000157741	10.4233537623
ENSG00000067829	341.4383075176
ENSG00000157764	21.4315277694
ENSG00000157765	0.1127926086
ENSG00000157766	0.0000000000
ENSG00000157778	167.5033508904
ENSG00000157782	0.9933067275
ENSG00000157796	34.2173291676
ENSG00000157800	81.3851463729
ENSG00000157819	0.0000000000
ENSG00000157823	155.5278852826
ENSG00000157827	56.1469990817
ENSG00000067836	195.9844633966
ENSG00000157828	0.0000000000
ENSG00000157833	0.6344947626
ENSG00000157837	224.1850539815
ENSG00000157851	0.0000000000
ENSG00000157856	0.0000000000
ENSG00000157869	31.3418971426
ENSG00000157870	71.9881424171
ENSG00000157873	4.1306314794
ENSG00000157881	55.7172455481
ENSG00000157884	0.2306932985
ENSG00000067840	0.5572300345
ENSG00000157890	0.0740568646
ENSG00000157895	48.4360231492
ENSG00000157911	93.8669338159
ENSG00000157916	294.3662021381
ENSG00000157927	0.0000000000
ENSG00000157933	109.9066625496
ENSG00000157950	0.0000000000
ENSG00000157954	162.7990818420
ENSG00000157965	0.0000000000
ENSG00000157978	105.1990254534
ENSG00000067842	0.0000000000
ENSG00000157985	43.9478375325
ENSG00000157992	69.7910818846
ENSG00000157999	2.0537938651
ENSG00000158006	48.9541357594
ENSG00000158008	0.8795185790
ENSG00000158014	3.5014619714
ENSG00000158019	265.7897532061
ENSG00000158022	0.0000000000
ENSG00000158023	125.2468771225
ENSG00000158042	377.7796402890
ENSG00000067900	101.3665296201
ENSG00000158050	0.9837500026
ENSG00000158055	136.5720785957
ENSG00000158062	38.5041400901
ENSG00000158077	0.0000000000
ENSG00000158079	10.3481826896
ENSG00000158089	9.5424441207
ENSG00000158092	207.9643693117
ENSG00000158104	0.4972650058
ENSG00000158106	31.8354618781
ENSG00000158109	393.6767716231
ENSG00000067955	63.8633488758
ENSG00000158113	0.0000000000
ENSG00000158122	30.7284941717
ENSG00000158125	26.5953971579
ENSG00000158156	35.4955471227
ENSG00000158158	48.4883748936
ENSG00000158161	33.6402063301
ENSG00000158163	3.4897982740
ENSG00000158164	8.8135906157
ENSG00000158169	17.0795134815
ENSG00000158185	0.0000000000
ENSG00000067992	13.6965174929
ENSG00000158186	44.5617052884
ENSG00000158195	473.0760308744
ENSG00000158201	45.1617015349
ENSG00000158220	0.8180980219
ENSG00000158234	113.2887928649
ENSG00000158246	576.5343673094
ENSG00000158258	0.6933215090
ENSG00000158270	0.0000000000
ENSG00000158286	12.9333762679
ENSG00000158290	75.0595079078
ENSG00000068001	244.1090835870
ENSG00000158292	73.3493063192
ENSG00000158296	11.7107161461
ENSG00000158301	15.8378230642
ENSG00000158315	28.5358874705
ENSG00000158321	0.0000000000
ENSG00000158352	3.5950644860
ENSG00000158373	164.8695748879
ENSG00000158402	63.6145640110
ENSG00000158406	38.8596702371
ENSG00000158411	61.0262029359
ENSG00000068024	7.5671845991
ENSG00000158417	132.4930135579
ENSG00000158423	3.0012256679
ENSG00000158427	4.0686089609
ENSG00000158428	0.0000000000
ENSG00000158435	119.5275869231
ENSG00000158445	38.8305433636
ENSG00000158457	24.6174238632
ENSG00000158458	3.3396291854
ENSG00000158467	107.2611373672
ENSG00000158470	287.9897674303
ENSG00000005801	63.4114167293
ENSG00000068028	117.4026180614
ENSG00000158473	0.0000000000
ENSG00000158477	0.0000000000
ENSG00000158480	40.3093057709
ENSG00000158481	0.0000000000
ENSG00000158482	0.3896407903
ENSG00000158483	22.8102160260
ENSG00000158485	0.0000000000
ENSG00000158486	0.1915342569
ENSG00000158488	0.0000000000
ENSG00000158497	0.0000000000
ENSG00000068078	358.8546367863
ENSG00000158516	0.0000000000
ENSG00000158517	0.0000000000
ENSG00000158525	1.2310866573
ENSG00000158526	164.5377689413
ENSG00000158527	0.0000000000
ENSG00000158528	0.0681993604
ENSG00000158545	77.9680490505
ENSG00000158552	46.5360089533
ENSG00000158553	0.2372778957
ENSG00000158555	38.4694705879
ENSG00000068079	43.4711620775
ENSG00000158560	1.8013932715
ENSG00000158571	1.2142785968
ENSG00000158578	0.0000000000
ENSG00000158604	306.3477244715
ENSG00000158615	113.1352921577
ENSG00000158623	112.4761460052
ENSG00000158636	27.6558862398
ENSG00000158639	0.0000000000
ENSG00000158669	151.0853804710
ENSG00000158683	0.0000000000
ENSG00000068097	40.5753396976
ENSG00000158691	17.7812414198
ENSG00000158710	3649.4071022050
ENSG00000158711	29.1047732549
ENSG00000158714	0.0000000000
ENSG00000158715	17.8995649402
ENSG00000158716	617.1655361124
ENSG00000158717	25.4606669659
ENSG00000158731	0.0000000000
ENSG00000158747	372.7181262348
ENSG00000158748	0.0000000000
ENSG00000068120	334.1532813802
ENSG00000158764	4.0540078789
ENSG00000158769	749.6408716560
ENSG00000158773	149.6093579970
ENSG00000158786	4.0563664547
ENSG00000158792	19.6073162486
ENSG00000158793	91.1250260167
ENSG00000158796	134.2848246381
ENSG00000158805	47.8023544256
ENSG00000158806	0.0000000000
ENSG00000158813	13.6156795951
ENSG00000068137	106.3431656518
ENSG00000158815	0.0000000000
ENSG00000158816	0.2577899185
ENSG00000158825	270.9436681221
ENSG00000158828	928.8653913874
ENSG00000158850	147.8939251307
ENSG00000158856	9.0464101608
ENSG00000158859	0.6845974388
ENSG00000158863	294.3915631532
ENSG00000158864	663.0091873483
ENSG00000158865	3.4039550594
ENSG00000068305	59.8094185361
ENSG00000158869	2.5494905857
ENSG00000158874	0.0000000000
ENSG00000158882	70.5217238393
ENSG00000158887	2.5348250612
ENSG00000158901	0.9196266548
ENSG00000158927	77.2507698809
ENSG00000158941	199.0611669571
ENSG00000158955	0.0000000000
ENSG00000158966	27.3692132270
ENSG00000158985	163.5111299563
ENSG00000068308	247.6461595669
ENSG00000158987	14.9553775694
ENSG00000159023	28.2083705378
ENSG00000159055	41.7194583697
ENSG00000159063	87.2447388571
ENSG00000159069	367.2478184650
ENSG00000159079	89.2770052694
ENSG00000159082	7.4091718328
ENSG00000159086	31.0603812455
ENSG00000159110	16.4146453927
ENSG00000159111	303.6485846341
ENSG00000068323	136.2721612685
ENSG00000159113	120.8280701057
ENSG00000159123	0.0000000000
ENSG00000159128	183.3102410778
ENSG00000159131	196.7955820623
ENSG00000159140	188.3504831268
ENSG00000159147	29.0413583754
ENSG00000159164	2.0944245944
ENSG00000159166	978.5186663565
ENSG00000159167	3.7043102809
ENSG00000159173	3.4843078486
ENSG00000068354	99.3689565064
ENSG00000159176	668.7421182759
ENSG00000159182	0.0000000000
ENSG00000159184	0.0000000000
ENSG00000159186	2484.5124584072
ENSG00000159189	0.0000000000
ENSG00000159197	8.7551901077
ENSG00000159199	919.8604177122
ENSG00000159200	76.8467010373
ENSG00000159202	471.8976036154
ENSG00000159208	25.1251494673
ENSG00000005810	36.3083575815
ENSG00000068366	41.9188673653
ENSG00000159210	268.6358967324
ENSG00000159212	0.3626702737
ENSG00000159214	54.7040731846
ENSG00000159216	45.7727681974
ENSG00000159217	0.0000000000
ENSG00000159224	0.0000000000
ENSG00000159228	468.0521230028
ENSG00000159231	39.9794521732
ENSG00000159239	30.8007370030
ENSG00000159247	0.1593742134
ENSG00000068383	85.0308758565
ENSG00000159248	0.0000000000
ENSG00000159251	0.0000000000
ENSG00000159256	55.5066547419
ENSG00000159259	26.8246611844
ENSG00000159261	0.0000000000
ENSG00000159263	10.0777272815
ENSG00000159266	42.4734398507
ENSG00000159267	25.4587468834
ENSG00000159279	0.0000000000
ENSG00000159289	0.0000000000
ENSG00000068394	82.1399427532
ENSG00000159307	0.0000000000
ENSG00000159314	9.0636728866
ENSG00000159322	128.8253705653
ENSG00000159335	1287.2224775056
ENSG00000159337	0.0000000000
ENSG00000159339	0.4199403388
ENSG00000159346	1495.3255925297
ENSG00000159348	2922.2057992300
ENSG00000159352	852.7699129123
ENSG00000159363	212.8632662386
ENSG00000068400	79.0071671534
ENSG00000159374	0.0000000000
ENSG00000159377	2414.4894817974
ENSG00000159387	35.9427746194
ENSG00000159388	736.3964064540
ENSG00000159398	0.0000000000
ENSG00000159399	33.9997404173
ENSG00000159403	118.4923649111
ENSG00000159409	0.0000000000
ENSG00000159423	251.4323719879
ENSG00000159433	9.7457596329
ENSG00000068438	373.5908371229
ENSG00000159445	47.8923110382
ENSG00000159450	3.2968113577
ENSG00000159455	0.0000000000
ENSG00000159459	40.2701432192
ENSG00000159461	325.1192317502
ENSG00000159479	136.0951232721
ENSG00000159495	0.0000000000
ENSG00000159496	8.3474049597
ENSG00000159516	0.0000000000
ENSG00000159527	99.9109805196
ENSG00000068489	194.8815180199
ENSG00000159556	0.0000000000
ENSG00000159579	91.7520296154
ENSG00000159588	1.9170493696
ENSG00000159592	235.4836070038
ENSG00000159593	117.1387779230
ENSG00000159596	189.9580282516
ENSG00000159618	0.0000000000
ENSG00000159625	0.0000000000
ENSG00000159640	0.0000000000
ENSG00000159648	5.0421533545
ENSG00000068615	5.6237564749
ENSG00000159650	0.0000000000
ENSG00000159658	138.2815915898
ENSG00000159674	0.5082315636
ENSG00000159685	140.2829046937
ENSG00000159692	403.7339490008
ENSG00000159708	0.0000000000
ENSG00000159712	0.5190748745
ENSG00000159713	0.0000000000
ENSG00000159714	24.9164541895
ENSG00000159720	755.0480402785
ENSG00000068650	64.3390953562
ENSG00000159723	0.6027319135
ENSG00000159733	0.7175260272
ENSG00000159753	0.0000000000
ENSG00000159761	0.5444753149
ENSG00000159763	1.2017237641
ENSG00000159784	3.6984717416
ENSG00000159788	83.0765249678
ENSG00000159792	122.9740811227
ENSG00000159797	0.0000000000
ENSG00000159840	1228.1538728047
ENSG00000068654	72.2188003766
ENSG00000159842	55.9786582265
ENSG00000159860	1.0573863591
ENSG00000159871	34.2865782672
ENSG00000159873	21.5803358459
ENSG00000159882	4.5249813550
ENSG00000159884	49.6100975463
ENSG00000159885	3.1948361149
ENSG00000159899	4.7135149735
ENSG00000159904	5.6515234212
ENSG00000159905	10.5438992249
ENSG00000068697	2050.8942871252
ENSG00000159915	0.3807273668
ENSG00000159917	2.7924611984
ENSG00000159921	14.8538710778
ENSG00000159958	2.9242849158
ENSG00000159961	0.0000000000
ENSG00000160007	170.9108855070
ENSG00000160013	0.0000000000
ENSG00000160014	776.2401864675
ENSG00000160049	107.0776180589
ENSG00000160050	20.3990318920
ENSG00000005812	59.3782804734
ENSG00000068724	125.3430256126
ENSG00000160051	13.4861295932
ENSG00000160055	28.5565559956
ENSG00000160058	177.9006417373
ENSG00000160062	13.5987032510
ENSG00000160072	21.2565968613
ENSG00000160075	135.4102528314
ENSG00000160087	134.7649014353
ENSG00000160094	105.5664262122
ENSG00000160097	0.6978675855
ENSG00000160111	2.7347848812
ENSG00000068745	501.3999513992
ENSG00000160113	195.7157698386
ENSG00000160117	0.5855509205
ENSG00000160124	73.6163715762
ENSG00000160131	66.2262227625
ENSG00000160145	1.3461311112
ENSG00000160161	0.1121875960
ENSG00000160172	8.5003941467
ENSG00000160179	9.7723933222
ENSG00000160180	0.6866451889
ENSG00000160181	0.0000000000
ENSG00000068781	22.5181001599
ENSG00000160182	0.9613790113
ENSG00000160183	1.4036763590
ENSG00000160185	0.0000000000
ENSG00000160188	5.5555069539
ENSG00000160190	20.5613018135
ENSG00000160191	0.4404635021
ENSG00000160193	37.6481887325
ENSG00000160194	81.6872074901
ENSG00000160199	28.9819637823
ENSG00000160200	43.7670349248
ENSG00000068784	25.7859077657
ENSG00000160201	492.0187671346
ENSG00000160202	0.0000000000
ENSG00000160207	42.9313498720
ENSG00000160208	58.1582554086
ENSG00000160209	164.5932170022
ENSG00000160211	931.9105013951
ENSG00000160213	1797.2568777895
ENSG00000160214	86.6701317427
ENSG00000160216	131.7699169519
ENSG00000160218	77.7967472837
ENSG00000068793	451.9052282350
ENSG00000160219	0.0000000000
ENSG00000160220	95.4346556653
ENSG00000160221	371.9626206051
ENSG00000160223	11.3649423874
ENSG00000160224	0.0000000000
ENSG00000160226	46.7359309310
ENSG00000160229	0.3119982220
ENSG00000160233	13.3180407725
ENSG00000160255	0.2719051749
ENSG00000160256	61.5748897581
ENSG00000068796	26.4078129430
ENSG00000160271	275.8538814357
ENSG00000160282	0.0000000000
ENSG00000160284	54.4748109012
ENSG00000160285	316.4653158397
ENSG00000160293	153.6172152886
ENSG00000160294	134.1687075881
ENSG00000160296	0.0000000000
ENSG00000160298	32.0686579316
ENSG00000160299	48.7195463775
ENSG00000160305	93.3052922179
ENSG00000068831	0.3832165867
ENSG00000160307	0.0000000000
ENSG00000160310	252.3398719801
ENSG00000160318	1.4286785115
ENSG00000160321	0.0000000000
ENSG00000160323	13.8535849392
ENSG00000160325	40.4427724357
ENSG00000160326	8.7483248303
ENSG00000160336	25.5097751166
ENSG00000160339	0.0000000000
ENSG00000160345	19.3389802204
ENSG00000068878	154.1754206597
ENSG00000160349	0.0000000000
ENSG00000160352	11.1388903841
ENSG00000160360	37.0296650043
ENSG00000160392	71.3417412031
ENSG00000160396	0.5740631505
ENSG00000160401	3.2586692627
ENSG00000160404	36.2492978303
ENSG00000160408	98.8463651825
ENSG00000160410	260.3073537263
ENSG00000160439	87.3558333325
ENSG00000068885	26.9289018621
ENSG00000160445	157.4682891032
