EnsEMBL_Gene_ID	HCC1143
ENSG00000156577	0.0000000000
ENSG00000156587	81.2351626167
ENSG00000156599	197.1725653390
ENSG00000156603	62.1003163241
ENSG00000156639	187.7480119790
ENSG00000156642	449.5994404827
ENSG00000156650	26.9805750591
ENSG00000156671	28.9038929680
ENSG00000067334	215.9936569968
ENSG00000156675	154.3760027854
ENSG00000156687	0.0000000000
ENSG00000156689	3.1438877557
ENSG00000156697	254.8798819294
ENSG00000156709	315.0929132359
ENSG00000156711	117.2509189791
ENSG00000156735	19.8755843658
ENSG00000156738	0.0000000000
ENSG00000156750	0.0000000000
ENSG00000156755	0.0000000000
ENSG00000067365	44.0389865658
ENSG00000156787	25.6855067612
ENSG00000156795	126.2443890384
ENSG00000156802	350.2313134376
ENSG00000156804	140.7874365853
ENSG00000156831	242.2649312282
ENSG00000156853	58.7494565944
ENSG00000156858	113.9356641941
ENSG00000156860	123.3507719671
ENSG00000156869	18.3179238667
ENSG00000156873	261.0214273434
ENSG00000005513	1.7806744929
ENSG00000067369	84.2039952131
ENSG00000156875	105.1448586129
ENSG00000156876	14.0194342935
ENSG00000156885	0.0000000000
ENSG00000156886	0.0000000000
ENSG00000156920	0.0000000000
ENSG00000156925	0.0000000000
ENSG00000156928	174.8940898214
ENSG00000156931	26.8360338727
ENSG00000156958	47.8581848285
ENSG00000156959	0.3276423731
ENSG00000067445	0.4084379802
ENSG00000156966	7.3134575773
ENSG00000156968	1.4974178503
ENSG00000156970	161.6782312330
ENSG00000156973	77.7180080585
ENSG00000156976	452.1348578730
ENSG00000156983	369.6929101101
ENSG00000156990	735.5329920862
ENSG00000157005	0.0000000000
ENSG00000157014	232.7267676831
ENSG00000157017	3.1318424502
ENSG00000067533	59.3659641484
ENSG00000157020	539.0712633560
ENSG00000157021	30.3321611416
ENSG00000157033	0.0000000000
ENSG00000157036	35.9053497577
ENSG00000157045	96.6282716809
ENSG00000157060	0.0000000000
ENSG00000157064	36.9902660948
ENSG00000157077	34.9956522209
ENSG00000157087	0.0671702049
ENSG00000157093	0.0000000000
ENSG00000067560	2501.5043619321
ENSG00000157103	0.0000000000
ENSG00000157106	81.7439561104
ENSG00000157107	5.9662546341
ENSG00000157110	15.5642578317
ENSG00000157111	7.1836101556
ENSG00000157119	0.0000000000
ENSG00000157131	0.0000000000
ENSG00000157150	5.1494119345
ENSG00000157152	0.0000000000
ENSG00000157168	2.4663362756
ENSG00000067596	260.7005156263
ENSG00000157181	31.3615614193
ENSG00000157184	51.2585250363
ENSG00000157191	126.8852903783
ENSG00000157193	63.0493929953
ENSG00000157211	1.2936521437
ENSG00000157212	49.5932845073
ENSG00000157214	3.4533574368
ENSG00000157216	25.1917506748
ENSG00000157219	0.0000000000
ENSG00000157224	36.6800230215
ENSG00000067601	22.5814240237
ENSG00000157227	164.2852798094
ENSG00000157240	58.1949989951
ENSG00000157259	37.7857664140
ENSG00000157303	0.0000000000
ENSG00000157306	27.0743560903
ENSG00000157312	30.5787307592
ENSG00000157315	4.2495914699
ENSG00000157322	1.0656078248
ENSG00000157326	90.9622624558
ENSG00000157330	0.0000000000
ENSG00000067606	94.6171337407
ENSG00000157335	0.0000000000
ENSG00000157341	0.0000000000
ENSG00000157343	1.0942531965
ENSG00000157344	32.9286492103
ENSG00000157349	185.7703028987
ENSG00000157350	17.4677676549
ENSG00000157353	19.3347336824
ENSG00000157358	0.0000000000
ENSG00000157368	5.1907188132
ENSG00000157379	88.5351854355
ENSG00000067646	0.0000000000
ENSG00000157388	4.2100101907
ENSG00000157399	0.0000000000
ENSG00000157404	23.0106706310
ENSG00000157423	0.1392307854
ENSG00000157426	35.6413128975
ENSG00000157429	3.4967501051
ENSG00000157445	1.8117040268
ENSG00000157450	85.9995483978
ENSG00000157456	472.3510919170
ENSG00000157470	31.2906560669
ENSG00000067704	679.6624407907
ENSG00000157483	202.5581989092
ENSG00000157500	49.7172522573
ENSG00000157502	0.0759862217
ENSG00000157510	83.4285323522
ENSG00000157514	9.4961617902
ENSG00000157538	142.5227227362
ENSG00000157540	64.7578272740
ENSG00000157542	0.5029380669
ENSG00000157551	0.8293970625
ENSG00000157554	1.1729694096
ENSG00000067715	1.3327401074
ENSG00000157557	326.1038031395
ENSG00000157570	11.1500828600
ENSG00000157576	1.6600373448
ENSG00000157578	0.2394186971
ENSG00000157593	565.7662127137
ENSG00000157600	24.8981759583
ENSG00000157601	0.4976175494
ENSG00000157606	0.4669581961
ENSG00000157613	0.5973499090
ENSG00000157617	22.1107134584
ENSG00000005700	21.5215831888
ENSG00000067798	1.1720053973
ENSG00000157625	56.8864479322
ENSG00000157637	196.5126208944
ENSG00000157653	5.5805786730
ENSG00000157654	48.6524028698
ENSG00000157657	23.3605284948
ENSG00000157680	0.0000000000
ENSG00000157693	51.8843723506
ENSG00000157703	3.8060980747
ENSG00000157734	8.4263748172
ENSG00000157741	9.1938251177
ENSG00000067829	386.3326916526
ENSG00000157764	22.3001578573
ENSG00000157765	188.2206817550
ENSG00000157766	0.2099456027
ENSG00000157778	164.3143815966
ENSG00000157782	0.6728042024
ENSG00000157796	6.3093707176
ENSG00000157800	69.6991997477
ENSG00000157819	0.0000000000
ENSG00000157823	128.3741980289
ENSG00000157827	104.5315654663
ENSG00000067836	103.3516323562
ENSG00000157828	0.0000000000
ENSG00000157833	2.4803919637
ENSG00000157837	117.4617110828
ENSG00000157851	10.3199245837
ENSG00000157856	0.3882621281
ENSG00000157869	11.2133687192
ENSG00000157870	182.4827399824
ENSG00000157873	0.4983318964
ENSG00000157881	68.4680168453
ENSG00000157884	0.0000000000
ENSG00000067840	6.8547787328
ENSG00000157890	0.9545686193
ENSG00000157895	84.5771519929
ENSG00000157911	100.7586970204
ENSG00000157916	357.7759558011
ENSG00000157927	14.5300127439
ENSG00000157933	137.6595688037
ENSG00000157950	0.0000000000
ENSG00000157954	141.2507752314
ENSG00000157965	0.0000000000
ENSG00000157978	90.3537633712
ENSG00000067842	0.0000000000
ENSG00000157985	72.0150780390
ENSG00000157992	140.9170147626
ENSG00000157999	4.0648198244
ENSG00000158006	15.9425233324
ENSG00000158008	0.0000000000
ENSG00000158014	0.7784330513
ENSG00000158019	101.4461741062
ENSG00000158022	0.0000000000
ENSG00000158023	9.3663975560
ENSG00000158042	711.4571725514
ENSG00000067900	50.3600664639
ENSG00000158050	32.4367562043
ENSG00000158055	38.3758950409
ENSG00000158062	41.4052892437
ENSG00000158077	0.0000000000
ENSG00000158079	24.3470201095
ENSG00000158089	111.2615871081
ENSG00000158092	68.9231506445
ENSG00000158104	1.3368216390
ENSG00000158106	68.9671196771
ENSG00000158109	192.2109729369
ENSG00000067955	81.6234336682
ENSG00000158113	0.0000000000
ENSG00000158122	51.9532241429
ENSG00000158125	18.1149913019
ENSG00000158156	57.9779889427
ENSG00000158158	64.2170451112
ENSG00000158161	46.3859591457
ENSG00000158163	17.6593298455
ENSG00000158164	2.8968546051
ENSG00000158169	63.9057363780
ENSG00000158185	1.0745791236
ENSG00000067992	25.6720153789
ENSG00000158186	4.4449122531
ENSG00000158195	460.0084756702
ENSG00000158201	44.4134881864
ENSG00000158220	15.5778621000
ENSG00000158234	53.5668860899
ENSG00000158246	184.6274774558
ENSG00000158258	49.9650038710
ENSG00000158270	1.2351918053
ENSG00000158286	18.5581036790
ENSG00000158290	116.2533744325
ENSG00000068001	184.8958223172
ENSG00000158292	4.1472749731
ENSG00000158296	0.0000000000
ENSG00000158301	10.5421034161
ENSG00000158315	5.2313977884
ENSG00000158321	23.4749878828
ENSG00000158352	2.8092196865
ENSG00000158373	77.0442890931
ENSG00000158402	33.0818222127
ENSG00000158406	38.7033863291
ENSG00000158411	33.1915617041
ENSG00000068024	19.9203460313
ENSG00000158417	340.5253990949
ENSG00000158423	0.6472982300
ENSG00000158427	6.4889003914
ENSG00000158428	0.0000000000
ENSG00000158435	145.4264371064
ENSG00000158445	1.0273190453
ENSG00000158457	47.9086459078
ENSG00000158458	0.8158111975
ENSG00000158467	29.3377020755
ENSG00000158470	148.9968839752
ENSG00000005801	24.8368732138
ENSG00000068028	148.8449720606
ENSG00000158473	0.0000000000
ENSG00000158477	0.0000000000
ENSG00000158480	43.7922931183
ENSG00000158481	0.0000000000
ENSG00000158482	0.7821104577
ENSG00000158483	71.4395902768
ENSG00000158485	0.0000000000
ENSG00000158486	0.1208496086
ENSG00000158488	0.1500421100
ENSG00000158497	0.0000000000
ENSG00000068078	6.2434899408
ENSG00000158516	0.0000000000
ENSG00000158517	0.4613565732
ENSG00000158525	0.2413010605
ENSG00000158526	365.9354725751
ENSG00000158527	0.0000000000
ENSG00000158528	10.2590593692
ENSG00000158545	223.5883576131
ENSG00000158552	87.3295133623
ENSG00000158553	0.2164254979
ENSG00000158555	20.1233997536
ENSG00000068079	68.4343408668
ENSG00000158560	13.8058643403
ENSG00000158571	1.1059344914
ENSG00000158578	0.0000000000
ENSG00000158604	537.2377375004
ENSG00000158615	99.3965079634
ENSG00000158623	111.1246604658
ENSG00000158636	34.8789979804
ENSG00000158639	0.0000000000
ENSG00000158669	207.2626036502
ENSG00000158683	1.0641797730
ENSG00000068097	29.0629365427
ENSG00000158691	11.0068529441
ENSG00000158710	3746.9351727183
ENSG00000158711	38.2353480712
ENSG00000158714	0.1954853299
ENSG00000158715	17.4135334867
ENSG00000158716	210.8397111186
ENSG00000158717	74.1743769600
ENSG00000158731	0.0000000000
ENSG00000158747	210.6524338027
ENSG00000158748	1.1220369690
ENSG00000068120	146.6259636403
ENSG00000158764	0.5400638625
ENSG00000158769	735.8957989753
ENSG00000158773	217.8121560771
ENSG00000158786	0.2366930344
ENSG00000158792	72.6080437234
ENSG00000158793	49.8936447635
ENSG00000158796	168.1432794653
ENSG00000158805	62.7776497627
ENSG00000158806	0.0000000000
ENSG00000158813	0.8431476581
ENSG00000068137	29.7869829990
ENSG00000158815	0.0000000000
ENSG00000158816	1.8150124444
ENSG00000158825	85.6996349405
ENSG00000158828	162.2769465555
ENSG00000158850	270.2533914930
ENSG00000158856	17.3240299715
ENSG00000158859	3.2858240024
ENSG00000158863	60.1184702091
ENSG00000158864	768.7046193406
ENSG00000158865	0.8068894499
ENSG00000068305	48.8329212634
ENSG00000158869	2.0855108527
ENSG00000158874	0.0000000000
ENSG00000158882	49.5594487534
ENSG00000158887	0.0000000000
ENSG00000158901	2.2919419279
ENSG00000158927	23.8350826476
ENSG00000158941	178.8992063956
ENSG00000158955	0.0000000000
ENSG00000158966	51.3644549607
ENSG00000158985	73.3812961506
ENSG00000068308	121.0941921221
ENSG00000158987	16.7238509193
ENSG00000159023	34.5472722270
ENSG00000159055	236.3259988368
ENSG00000159063	91.9008672608
ENSG00000159069	459.4011854430
ENSG00000159079	247.5868080577
ENSG00000159082	22.3534438137
ENSG00000159086	53.9773132461
ENSG00000159110	70.5721608278
ENSG00000159111	317.0072034887
ENSG00000068323	77.5244333647
ENSG00000159113	131.4340172214
ENSG00000159123	0.0000000000
ENSG00000159128	234.4300571680
ENSG00000159131	522.0256387452
ENSG00000159140	474.6456805590
ENSG00000159147	158.6093975458
ENSG00000159164	1.1115425332
ENSG00000159166	269.2942096960
ENSG00000159167	3.2963777779
ENSG00000159173	0.6946552441
ENSG00000068354	33.5202951973
ENSG00000159176	355.3767789297
ENSG00000159182	0.0000000000
ENSG00000159184	8.6441939699
ENSG00000159186	2128.7224472456
ENSG00000159189	0.0000000000
ENSG00000159197	4.8126623397
ENSG00000159199	1295.9831910216
ENSG00000159200	116.7183549387
ENSG00000159202	606.7450636211
ENSG00000159208	137.8726746472
ENSG00000005810	38.3999697273
ENSG00000068366	18.1106290685
ENSG00000159210	916.0054726121
ENSG00000159212	0.0000000000
ENSG00000159214	25.8192004214
ENSG00000159216	261.3824718881
ENSG00000159217	42.7528835574
ENSG00000159224	0.0000000000
ENSG00000159228	550.3328069826
ENSG00000159231	222.7763958613
ENSG00000159239	20.0001653596
ENSG00000159247	20.0018686262
ENSG00000068383	93.1454325683
ENSG00000159248	0.0000000000
ENSG00000159251	0.1745234586
ENSG00000159256	36.1562283594
ENSG00000159259	249.2094404964
ENSG00000159261	0.0000000000
ENSG00000159263	6.5922769790
ENSG00000159266	31.7860216884
ENSG00000159267	54.9303501292
ENSG00000159279	0.8206898973
ENSG00000159289	0.0000000000
ENSG00000068394	111.8272369471
ENSG00000159307	0.1589560332
ENSG00000159314	33.7896412510
ENSG00000159322	166.2119620682
ENSG00000159335	1264.6139084016
ENSG00000159337	0.0000000000
ENSG00000159339	0.5838448278
ENSG00000159346	474.8486420995
ENSG00000159348	90.3686333387
ENSG00000159352	3331.8532833065
ENSG00000159363	163.5195188962
ENSG00000068400	69.2100054889
ENSG00000159374	1.3871947956
ENSG00000159377	6179.3531088636
ENSG00000159387	1.6401534463
ENSG00000159388	10.5387052401
ENSG00000159398	0.0000000000
ENSG00000159399	84.3465820705
ENSG00000159403	51.7541090110
ENSG00000159409	0.4835689740
ENSG00000159423	35.5253088031
ENSG00000159433	18.6089078909
ENSG00000068438	187.9327333322
ENSG00000159445	128.9094511358
ENSG00000159450	20.6468530025
ENSG00000159455	0.0000000000
ENSG00000159459	22.4945440079
ENSG00000159461	245.5275518394
ENSG00000159479	160.0188403227
ENSG00000159495	0.0000000000
ENSG00000159496	14.3838964908
ENSG00000159516	0.5047894210
ENSG00000159527	0.0000000000
ENSG00000068489	321.1517726196
ENSG00000159556	6.9522810844
ENSG00000159579	60.4058145628
ENSG00000159588	2.6326067395
ENSG00000159592	201.8934392822
ENSG00000159593	197.6900273135
ENSG00000159596	131.9434551115
ENSG00000159618	7.6313519974
ENSG00000159625	0.2122209854
ENSG00000159640	56.8713796313
ENSG00000159648	0.0000000000
ENSG00000068615	4.1444378076
ENSG00000159650	0.0974176440
ENSG00000159658	117.6842502167
ENSG00000159674	2.2951278782
ENSG00000159685	172.8441530834
ENSG00000159692	335.7662673231
ENSG00000159708	0.0000000000
ENSG00000159712	19.3536264006
ENSG00000159713	3.9700571170
ENSG00000159714	12.3841341516
ENSG00000159720	366.6022590497
ENSG00000068650	176.4458100967
ENSG00000159723	0.4123220816
ENSG00000159733	0.9730687214
ENSG00000159753	28.8274911802
ENSG00000159761	0.0000000000
ENSG00000159763	0.0000000000
ENSG00000159784	0.0530545657
ENSG00000159788	14.4912875614
ENSG00000159792	98.8522330128
ENSG00000159797	0.0000000000
ENSG00000159840	776.3994176367
ENSG00000068654	188.7408397363
ENSG00000159842	253.9828578285
ENSG00000159860	0.1614516866
ENSG00000159871	12.4824123409
ENSG00000159873	49.3260153481
ENSG00000159882	8.8300934554
ENSG00000159884	60.9553047416
ENSG00000159885	3.5701699197
ENSG00000159899	1.2182324399
ENSG00000159904	7.1000011711
ENSG00000159905	4.7026356525
ENSG00000068697	525.1641307324
ENSG00000159915	0.9603702309
ENSG00000159917	6.5052417723
ENSG00000159921	94.8185120279
ENSG00000159958	10.0693524952
ENSG00000159961	0.0000000000
ENSG00000160007	149.7629141417
ENSG00000160013	0.3091199677
ENSG00000160014	1796.4615620295
ENSG00000160049	210.5998136847
ENSG00000160050	34.6207561535
ENSG00000005812	49.4043835106
ENSG00000068724	125.7639982909
ENSG00000160051	42.7029326085
ENSG00000160055	13.4361387684
ENSG00000160058	99.1466354168
ENSG00000160062	19.0512607729
ENSG00000160072	76.7369263160
ENSG00000160075	205.7538404053
ENSG00000160087	192.1447508855
ENSG00000160094	76.9783923008
ENSG00000160097	0.6037046953
ENSG00000160111	1.4463186530
ENSG00000068745	156.1258178704
ENSG00000160113	229.9432216363
ENSG00000160117	36.2910024722
ENSG00000160124	123.9293180989
ENSG00000160131	35.8395669908
ENSG00000160145	1.0206879727
ENSG00000160161	1.5116994549
ENSG00000160172	24.6418606483
ENSG00000160179	0.3662850266
ENSG00000160180	0.9648430131
ENSG00000160181	0.0000000000
ENSG00000068781	1.5570600724
ENSG00000160182	1.9730055083
ENSG00000160183	0.9998366026
ENSG00000160185	0.0000000000
ENSG00000160188	13.0208078761
ENSG00000160190	20.4679807749
ENSG00000160191	19.7659395325
ENSG00000160193	278.7061359150
ENSG00000160194	194.4026042443
ENSG00000160199	51.6522528790
ENSG00000160200	759.8497344136
ENSG00000068784	34.0503409429
ENSG00000160201	2729.1442522532
ENSG00000160202	1.3654538267
ENSG00000160207	8.4424833846
ENSG00000160208	400.7531052483
ENSG00000160209	419.9644562252
ENSG00000160211	939.3124607370
ENSG00000160213	3658.8418798952
ENSG00000160214	502.8395598387
ENSG00000160216	170.2882385292
ENSG00000160218	177.6584699867
ENSG00000068793	451.2724839182
ENSG00000160219	1.2847828717
ENSG00000160220	867.6522545644
ENSG00000160221	518.0956983902
ENSG00000160223	167.0222339025
ENSG00000160224	0.1174030196
ENSG00000160226	177.0151286005
ENSG00000160229	0.4325604918
ENSG00000160233	44.8112247248
ENSG00000160255	246.5844312913
ENSG00000160256	1027.3323677672
ENSG00000068796	45.0771458933
ENSG00000160271	181.0333559998
ENSG00000160282	1.9598043721
ENSG00000160284	31.1185495342
ENSG00000160285	294.6594703234
ENSG00000160293	206.9254085743
ENSG00000160294	275.1758020641
ENSG00000160296	0.1454230895
ENSG00000160298	26.4430515883
ENSG00000160299	179.7408103484
ENSG00000160305	80.6113847734
ENSG00000068831	0.1472440657
ENSG00000160307	0.0000000000
ENSG00000160310	287.4138249832
ENSG00000160318	1.6281791016
ENSG00000160321	0.1132633031
ENSG00000160323	7.1164158583
ENSG00000160325	30.9819344618
ENSG00000160326	94.4491357929
ENSG00000160336	1.6013701223
ENSG00000160339	0.0000000000
ENSG00000160345	12.7009582906
ENSG00000068878	204.4958094992
ENSG00000160349	0.0000000000
ENSG00000160352	3.5415044865
ENSG00000160360	22.9056480986
ENSG00000160392	125.0665902484
ENSG00000160396	0.5190001391
ENSG00000160401	2.6591593432
ENSG00000160404	38.9632219996
ENSG00000160408	206.3498570874
ENSG00000160410	316.0866457867
ENSG00000160439	84.5932095082
ENSG00000068885	22.9351197351
