EnsEMBL_Gene_ID	ZR7530
ENSG00000156011	2.0427994706
ENSG00000156017	15.8308051991
ENSG00000156026	61.0123054663
ENSG00000156030	157.1340530645
ENSG00000005486	334.4281578854
ENSG00000067167	452.5768583132
ENSG00000156035	0.0000000000
ENSG00000156042	0.6759450799
ENSG00000156049	1.8466055065
ENSG00000156050	19.8676788807
ENSG00000156052	131.5444420266
ENSG00000156076	1.7783098804
ENSG00000156096	0.8482707958
ENSG00000156097	0.0000000000
ENSG00000156103	0.0000000000
ENSG00000156110	215.4134642727
ENSG00000067177	65.4795189102
ENSG00000156113	51.5756394325
ENSG00000156127	57.9273378630
ENSG00000156136	43.1219580072
ENSG00000156140	2.4808060419
ENSG00000156150	4.2134705510
ENSG00000156162	31.1248090871
ENSG00000156170	22.3385225057
ENSG00000156171	132.4023599808
ENSG00000156172	8.1347633511
ENSG00000156194	1.9674131902
ENSG00000067182	398.5592196127
ENSG00000156206	0.0000000000
ENSG00000156218	15.5535421813
ENSG00000156219	0.5735397293
ENSG00000156222	0.0000000000
ENSG00000156232	35.5823411559
ENSG00000156234	0.0000000000
ENSG00000156239	7.9490742723
ENSG00000156253	20.7549292369
ENSG00000156256	36.4651847463
ENSG00000156261	209.9928219666
ENSG00000067191	1.5811788040
ENSG00000156265	0.0000000000
ENSG00000156269	0.0000000000
ENSG00000156273	10.5603525690
ENSG00000156282	0.0000000000
ENSG00000156284	0.2144889627
ENSG00000156298	0.0000000000
ENSG00000156299	3.0236135886
ENSG00000156304	68.0473996143
ENSG00000156313	6.0461749752
ENSG00000156345	10.5627764866
ENSG00000067208	33.6883375191
ENSG00000156363	0.0000000000
ENSG00000156374	31.0856237846
ENSG00000156381	42.6949834668
ENSG00000156384	9.6947891609
ENSG00000156395	0.0000000000
ENSG00000156398	59.4511370046
ENSG00000156411	1151.4969598522
ENSG00000156413	1.9561513662
ENSG00000156414	3.5366816358
ENSG00000156427	0.5820682567
ENSG00000067221	46.1166003873
ENSG00000156453	42.2232002022
ENSG00000156463	50.1176228833
ENSG00000156466	0.0603542416
ENSG00000156467	547.5859451433
ENSG00000156469	32.5231154841
ENSG00000156471	114.8462307673
ENSG00000156475	0.0000000000
ENSG00000156482	5504.6945750828
ENSG00000156486	0.2824166219
ENSG00000156500	2.6051730142
ENSG00000067225	3239.2681717178
ENSG00000156502	73.2415404327
ENSG00000156504	47.4776166302
ENSG00000156508	9044.1312941299
ENSG00000156509	1.2309542537
ENSG00000156510	0.2366039190
ENSG00000156515	1058.1482293371
ENSG00000156521	75.3452126031
ENSG00000156531	28.6582712474
ENSG00000156535	0.5401127620
ENSG00000156564	17.0603661280
ENSG00000067248	171.4420094859
ENSG00000156574	4.1177990575
ENSG00000156575	0.0000000000
ENSG00000156577	0.0000000000
ENSG00000156587	221.4932306890
ENSG00000156599	328.0989775156
ENSG00000156603	55.9893791623
ENSG00000156639	428.0684060060
ENSG00000156642	604.9473452804
ENSG00000156650	74.0509480124
ENSG00000156671	25.1647829309
ENSG00000067334	244.4983681182
ENSG00000156675	140.7555161575
ENSG00000156687	0.0000000000
ENSG00000156689	0.9534320740
ENSG00000156697	61.5461373241
ENSG00000156709	236.2224395193
ENSG00000156711	19.1075185458
ENSG00000156735	17.8608293152
ENSG00000156738	0.0000000000
ENSG00000156750	0.0000000000
ENSG00000156755	0.0000000000
ENSG00000067365	54.9556568566
ENSG00000156787	42.7462717830
ENSG00000156795	232.3613976483
ENSG00000156802	349.7256265287
ENSG00000156804	632.3861173144
ENSG00000156831	273.6774996994
ENSG00000156853	33.0709987480
ENSG00000156858	55.2912155993
ENSG00000156860	71.3670462236
ENSG00000156869	10.1520849204
ENSG00000156873	104.4657007566
ENSG00000005513	0.0000000000
ENSG00000067369	93.6130121967
ENSG00000156875	96.8685297263
ENSG00000156876	8.3916847823
ENSG00000156885	0.0000000000
ENSG00000156886	0.0000000000
ENSG00000156920	0.0000000000
ENSG00000156925	0.0524939599
ENSG00000156928	150.7231597700
ENSG00000156931	95.5821000427
ENSG00000156958	42.1193890273
ENSG00000156959	0.3642529624
ENSG00000067445	0.0000000000
ENSG00000156966	10.2247599732
ENSG00000156968	2.7820270091
ENSG00000156970	67.7738941925
ENSG00000156973	59.4539723722
ENSG00000156976	1134.5628688392
ENSG00000156983	51.4311801920
ENSG00000156990	125.8498853424
ENSG00000157005	0.0000000000
ENSG00000157014	106.7946487907
ENSG00000157017	3.1964334344
ENSG00000067533	32.9940985814
ENSG00000157020	422.0728116389
ENSG00000157021	0.4895840782
ENSG00000157033	0.0000000000
ENSG00000157036	7.8824571332
ENSG00000157045	240.7108662115
ENSG00000157060	0.0000000000
ENSG00000157064	0.2660891970
ENSG00000157077	104.3044931656
ENSG00000157087	0.0000000000
ENSG00000157093	0.2566095858
ENSG00000067560	3280.7363291667
ENSG00000157103	0.0000000000
ENSG00000157106	70.7778505740
ENSG00000157107	65.2431262200
ENSG00000157110	146.0926810887
ENSG00000157111	0.0000000000
ENSG00000157119	0.0000000000
ENSG00000157131	0.0000000000
ENSG00000157150	15.3101357385
ENSG00000157152	0.3513140403
ENSG00000157168	0.0409633651
ENSG00000067596	94.6058284548
ENSG00000157181	190.1810781492
ENSG00000157184	99.6110425548
ENSG00000157191	61.8521640061
ENSG00000157193	90.9019588951
ENSG00000157211	0.5534032318
ENSG00000157212	30.0593831564
ENSG00000157214	17.6441539163
ENSG00000157216	58.1361095736
ENSG00000157219	0.0000000000
ENSG00000157224	92.4184098338
ENSG00000067601	17.1469226386
ENSG00000157227	0.3155927900
ENSG00000157240	55.0472502990
ENSG00000157259	66.7403986295
ENSG00000157303	26.2355273736
ENSG00000157306	70.0682411354
ENSG00000157312	2.6711504369
ENSG00000157315	2.9569581410
ENSG00000157322	0.2125181720
ENSG00000157326	49.4748499563
ENSG00000157330	0.0000000000
ENSG00000067606	46.9887297886
ENSG00000157335	0.0000000000
ENSG00000157341	0.0000000000
ENSG00000157343	0.7580656694
ENSG00000157344	30.5847059525
ENSG00000157349	93.1738179796
ENSG00000157350	3.0046625370
ENSG00000157353	20.5940857905
ENSG00000157358	0.0000000000
ENSG00000157368	0.0000000000
ENSG00000157379	191.2308129288
ENSG00000067646	0.0000000000
ENSG00000157388	141.3871308786
ENSG00000157399	0.0000000000
ENSG00000157404	0.9469960291
ENSG00000157423	0.3502250270
ENSG00000157426	34.5363292581
ENSG00000157429	4.4086908306
ENSG00000157445	0.0000000000
ENSG00000157450	57.4851175986
ENSG00000157456	220.8082476385
ENSG00000157470	3.2653055733
ENSG00000067704	862.7137633124
ENSG00000157483	58.8559039507
ENSG00000157500	76.4177659878
ENSG00000157502	11.7742604266
ENSG00000157510	0.5358865570
ENSG00000157514	362.3060907421
ENSG00000157538	128.4275675996
ENSG00000157540	76.0482539187
ENSG00000157542	0.1742101753
ENSG00000157551	0.0000000000
ENSG00000157554	0.0425889880
ENSG00000067715	8.7787489879
ENSG00000157557	24.1735519704
ENSG00000157570	0.3614055695
ENSG00000157576	1.3581730140
ENSG00000157578	3.5442104441
ENSG00000157593	269.1157589145
ENSG00000157600	65.2337278011
ENSG00000157601	8.6840979112
ENSG00000157606	0.0000000000
ENSG00000157613	661.2169576262
ENSG00000157617	155.4723986104
ENSG00000005700	112.8505133886
ENSG00000067798	0.0000000000
ENSG00000157625	93.7353708803
ENSG00000157637	201.9489308171
ENSG00000157653	4.1778139955
ENSG00000157654	2.4259960768
ENSG00000157657	20.3937592035
ENSG00000157680	0.0000000000
ENSG00000157693	60.7041508326
ENSG00000157703	1.3945936364
ENSG00000157734	4.1201564144
ENSG00000157741	20.1199643488
ENSG00000067829	274.6769881689
ENSG00000157764	21.7508152874
ENSG00000157765	0.0000000000
ENSG00000157766	0.0000000000
ENSG00000157778	137.4388285945
ENSG00000157782	0.0000000000
ENSG00000157796	12.2397140643
ENSG00000157800	119.2712036684
ENSG00000157819	1.0264383432
ENSG00000157823	227.9645697794
ENSG00000157827	7.5607594752
ENSG00000067836	270.6133149301
ENSG00000157828	0.0000000000
ENSG00000157833	0.2232900357
ENSG00000157837	127.0498573279
ENSG00000157851	0.0000000000
ENSG00000157856	0.0000000000
ENSG00000157869	52.6213425153
ENSG00000157870	75.6912863260
ENSG00000157873	7.5919902294
ENSG00000157881	43.9158029971
ENSG00000157884	0.0000000000
ENSG00000067840	0.5289372140
ENSG00000157890	1.1147831769
ENSG00000157895	42.6473630597
ENSG00000157911	42.1557410169
ENSG00000157916	157.5017811428
ENSG00000157927	2.6517581215
ENSG00000157933	20.9440471016
ENSG00000157950	0.0000000000
ENSG00000157954	116.6983567389
ENSG00000157965	0.0000000000
ENSG00000157978	106.6509288659
ENSG00000067842	0.0610557472
ENSG00000157985	123.3899236959
ENSG00000157992	34.0987892508
ENSG00000157999	10.2660756822
ENSG00000158006	58.4175112437
ENSG00000158008	0.0000000000
ENSG00000158014	0.2708253210
ENSG00000158019	144.1074847555
ENSG00000158022	0.3780121964
ENSG00000158023	2.7460455707
ENSG00000158042	347.1066703208
ENSG00000067900	60.7066614267
ENSG00000158050	0.7904621214
ENSG00000158055	16.2008903827
ENSG00000158062	17.3463439119
ENSG00000158077	0.0000000000
ENSG00000158079	7.7520864826
ENSG00000158089	0.4066621807
ENSG00000158092	65.3007397024
ENSG00000158104	0.3142158193
ENSG00000158106	92.3186312967
ENSG00000158109	118.5444361309
ENSG00000067955	55.6315122953
ENSG00000158113	0.0000000000
ENSG00000158122	24.1744138208
ENSG00000158125	0.3514523451
ENSG00000158156	10.0879729472
ENSG00000158158	69.3437251809
ENSG00000158161	19.8043102216
ENSG00000158163	0.0639502548
ENSG00000158164	6.3337183447
ENSG00000158169	18.8729200605
ENSG00000158185	0.7645559577
ENSG00000067992	28.8630026270
ENSG00000158186	13.4773021610
ENSG00000158195	179.9390032629
ENSG00000158201	39.0467491281
ENSG00000158220	0.8431296376
ENSG00000158234	55.6829368912
ENSG00000158246	65.3948585772
ENSG00000158258	3.1843535841
ENSG00000158270	7.7678141133
ENSG00000158286	5.9882380898
ENSG00000158290	98.9771530298
ENSG00000068001	229.2549000647
ENSG00000158292	6.3519730460
ENSG00000158296	6.5421320193
ENSG00000158301	8.6041797568
ENSG00000158315	10.7405318218
ENSG00000158321	164.6222438766
ENSG00000158352	0.2994065878
ENSG00000158373	166.7156865980
ENSG00000158402	22.1917004286
ENSG00000158406	128.9036052016
ENSG00000158411	33.7639103557
ENSG00000068024	21.7476793259
ENSG00000158417	263.9833597914
ENSG00000158423	5.6972178135
ENSG00000158427	0.2148703943
ENSG00000158428	0.0000000000
ENSG00000158435	158.3697032836
ENSG00000158445	4.8567366221
ENSG00000158457	27.0697389425
ENSG00000158458	0.4573360251
ENSG00000158467	35.5022548035
ENSG00000158470	83.1683719555
ENSG00000005801	32.0864031943
ENSG00000068028	56.7376932400
ENSG00000158473	0.0000000000
ENSG00000158477	0.0000000000
ENSG00000158480	34.1555752193
ENSG00000158481	0.0000000000
ENSG00000158482	0.7337686928
ENSG00000158483	20.4585610921
ENSG00000158485	0.0000000000
ENSG00000158486	0.0000000000
ENSG00000158488	0.4300176198
ENSG00000158497	0.0000000000
ENSG00000068078	0.8439129824
ENSG00000158516	0.0000000000
ENSG00000158517	0.0000000000
ENSG00000158525	0.5014983294
ENSG00000158526	263.5938439578
ENSG00000158527	0.3727050745
ENSG00000158528	31.7035577881
ENSG00000158545	47.1975780053
ENSG00000158552	46.1490188081
ENSG00000158553	0.0000000000
ENSG00000158555	20.3071696398
ENSG00000068079	18.5343145261
ENSG00000158560	0.2979650846
ENSG00000158571	0.8949811654
ENSG00000158578	0.0000000000
ENSG00000158604	222.8459233438
ENSG00000158615	137.7268184213
ENSG00000158623	39.5554297945
ENSG00000158636	24.5767476064
ENSG00000158639	0.0000000000
ENSG00000158669	176.3775081307
ENSG00000158683	0.2692413273
ENSG00000068097	94.9880226263
ENSG00000158691	6.0364514039
ENSG00000158710	990.3711945923
ENSG00000158711	41.5810766998
ENSG00000158714	0.2708527020
ENSG00000158715	64.4044814843
ENSG00000158716	168.2994227132
ENSG00000158717	19.7103704067
ENSG00000158731	0.0000000000
ENSG00000158747	12.4108556443
ENSG00000158748	0.0000000000
ENSG00000068120	146.1675989915
ENSG00000158764	0.0000000000
ENSG00000158769	1026.1749859158
ENSG00000158773	253.7463373226
ENSG00000158786	0.1639738080
ENSG00000158792	19.8514786994
ENSG00000158793	79.6820910618
ENSG00000158796	140.7829228466
ENSG00000158805	13.3785610810
ENSG00000158806	0.0000000000
ENSG00000158813	1.1250235915
ENSG00000068137	50.5747915168
ENSG00000158815	0.0000000000
ENSG00000158816	2.7634381387
ENSG00000158825	1.3996886498
ENSG00000158828	158.4087122288
ENSG00000158850	174.5697770074
ENSG00000158856	7.8530949270
ENSG00000158859	0.9687122150
ENSG00000158863	78.5254514141
ENSG00000158864	850.5897871999
ENSG00000158865	4.1555246278
ENSG00000068305	30.5813685718
ENSG00000158869	0.4826585145
ENSG00000158874	0.0000000000
ENSG00000158882	105.3584936231
ENSG00000158887	0.6799778864
ENSG00000158901	1.8469799341
ENSG00000158927	7.5456343549
ENSG00000158941	134.9361082368
ENSG00000158955	0.0000000000
ENSG00000158966	0.2519281621
ENSG00000158985	103.0208703349
ENSG00000068308	194.5442740770
ENSG00000158987	24.3941701362
ENSG00000159023	101.1636984967
ENSG00000159055	41.6118383231
ENSG00000159063	85.5617695863
ENSG00000159069	178.3205571286
ENSG00000159079	171.7166765471
ENSG00000159082	17.5349193152
ENSG00000159086	30.3549864341
ENSG00000159110	7.7661062358
ENSG00000159111	100.2226333086
ENSG00000068323	78.5638236747
ENSG00000159113	62.2219615880
ENSG00000159123	0.0000000000
ENSG00000159128	88.2785857974
ENSG00000159131	123.7720381311
ENSG00000159140	377.0155391040
ENSG00000159147	38.9380840295
ENSG00000159164	4.5544122839
ENSG00000159166	351.2711663212
ENSG00000159167	0.0000000000
ENSG00000159173	5.2775707764
ENSG00000068354	21.6251804603
ENSG00000159176	2319.4971291068
ENSG00000159182	0.0000000000
ENSG00000159184	0.0000000000
ENSG00000159186	692.5321871415
ENSG00000159189	0.0000000000
ENSG00000159197	4.4650067929
ENSG00000159199	1898.1706867425
ENSG00000159200	173.3363580871
ENSG00000159202	1239.9191328631
ENSG00000159208	211.8534027146
ENSG00000005810	70.7062582846
ENSG00000068366	0.0837241101
ENSG00000159210	1401.6408091347
ENSG00000159212	0.1158538348
ENSG00000159214	26.9791363161
ENSG00000159216	75.5284714581
ENSG00000159217	0.0254590420
ENSG00000159224	0.0000000000
ENSG00000159228	7.6351879508
ENSG00000159231	603.1596451095
ENSG00000159239	10.2657008299
ENSG00000159247	16.1736260655
ENSG00000068383	126.6607916653
ENSG00000159248	0.0000000000
ENSG00000159251	0.0000000000
ENSG00000159256	58.5205644377
ENSG00000159259	52.2032455752
ENSG00000159261	0.0000000000
ENSG00000159263	4.4028541887
ENSG00000159266	19.2495661084
ENSG00000159267	62.8304963795
ENSG00000159279	0.0000000000
ENSG00000159289	0.1940963491
ENSG00000068394	142.3885451566
ENSG00000159307	3.0374146260
ENSG00000159314	1.4946362549
ENSG00000159322	102.6442944370
ENSG00000159335	1474.7830589155
ENSG00000159337	0.0000000000
ENSG00000159339	0.4838621313
ENSG00000159346	970.5605411960
ENSG00000159348	787.9712445315
ENSG00000159352	2179.9300995658
ENSG00000159363	95.9756201214
ENSG00000068400	77.0583952126
ENSG00000159374	1.1383699245
ENSG00000159377	3819.5054019578
ENSG00000159387	1.2002099592
ENSG00000159388	306.3056470179
ENSG00000159398	0.0000000000
ENSG00000159399	178.4047884152
ENSG00000159403	6.3159127812
ENSG00000159409	0.0000000000
ENSG00000159423	54.8870450422
ENSG00000159433	0.1650911026
ENSG00000068438	87.7524123084
ENSG00000159445	35.4477199275
ENSG00000159450	0.0000000000
ENSG00000159455	0.0000000000
ENSG00000159459	111.5420221594
ENSG00000159461	373.1047516890
ENSG00000159479	207.8097217938
ENSG00000159495	0.1931231312
ENSG00000159496	6.6897806735
ENSG00000159516	0.0000000000
ENSG00000159527	0.0000000000
ENSG00000068489	83.1429237111
ENSG00000159556	0.0000000000
ENSG00000159579	161.5527736679
ENSG00000159588	2.6391641714
ENSG00000159592	252.1528044303
ENSG00000159593	201.7850183791
ENSG00000159596	129.6563403086
ENSG00000159618	0.1680680098
ENSG00000159625	0.0000000000
ENSG00000159640	11.0824948917
ENSG00000159648	0.0000000000
ENSG00000068615	33.2156925746
ENSG00000159650	0.1349760216
ENSG00000159658	263.1565798915
ENSG00000159674	0.0000000000
ENSG00000159685	95.0278052684
ENSG00000159692	397.9444157606
ENSG00000159708	0.0000000000
ENSG00000159712	1.4730933741
ENSG00000159713	0.1975666723
ENSG00000159714	9.0183258222
ENSG00000159720	330.0558913603
ENSG00000068650	7.5366644870
ENSG00000159723	1.1734577642
ENSG00000159733	3.9035133710
ENSG00000159753	0.0987285840
ENSG00000159761	0.0000000000
ENSG00000159763	333.6365620081
ENSG00000159784	38.2868432665
ENSG00000159788	31.5747022627
ENSG00000159792	59.8388743900
ENSG00000159797	0.0000000000
ENSG00000159840	735.7429464568
ENSG00000068654	73.8368671771
ENSG00000159842	74.1800100969
ENSG00000159860	0.3311315158
ENSG00000159871	0.6102323885
ENSG00000159873	55.4156047187
ENSG00000159882	9.4357804740
ENSG00000159884	12.9474299447
ENSG00000159885	25.6795915374
ENSG00000159899	1.6193730551
ENSG00000159904	13.6048488733
ENSG00000159905	42.3633726402
ENSG00000068697	1223.9312137144
ENSG00000159915	21.5118704760
ENSG00000159917	23.6136722889
ENSG00000159921	26.9046680170
ENSG00000159958	1.0079022106
ENSG00000159961	0.0000000000
ENSG00000160007	673.9515434593
ENSG00000160013	0.0000000000
ENSG00000160014	997.5107639430
ENSG00000160049	44.2150296681
ENSG00000160050	1.8334079617
ENSG00000005812	115.5071717320
ENSG00000068724	54.6615344747
ENSG00000160051	10.1145109259
ENSG00000160055	9.7986014798
ENSG00000160058	278.3314333766
ENSG00000160062	26.2051997616
ENSG00000160072	5.2424489787
ENSG00000160075	63.4556114487
ENSG00000160087	57.6602618096
ENSG00000160094	72.6081869289
ENSG00000160097	1.2502829063
ENSG00000160111	4.8305411924
ENSG00000068745	177.1950152794
ENSG00000160113	164.7135612895
ENSG00000160117	0.4107759512
ENSG00000160124	75.6059646072
ENSG00000160131	38.9306976530
ENSG00000160145	0.8920393593
ENSG00000160161	0.3190050102
ENSG00000160172	5.9466197435
ENSG00000160179	167.7629569808
ENSG00000160180	1616.8411574265
ENSG00000160181	0.0000000000
ENSG00000068781	3.6330515042
ENSG00000160182	5.8929936593
ENSG00000160183	97.3780826492
ENSG00000160185	0.0000000000
ENSG00000160188	13.5285769941
ENSG00000160190	75.5725399357
ENSG00000160191	22.2942718796
ENSG00000160193	26.4033684762
ENSG00000160194	75.6447603851
ENSG00000160199	34.6172150452
ENSG00000160200	22.9341245351
ENSG00000068784	29.5875586638
ENSG00000160201	472.0762824838
ENSG00000160202	0.0000000000
ENSG00000160207	10.9173638170
ENSG00000160208	59.0007040732
ENSG00000160209	201.7509589508
ENSG00000160211	682.4519954299
ENSG00000160213	1142.2644851490
ENSG00000160214	38.6211345297
ENSG00000160216	130.0210748600
ENSG00000160218	68.5482078580
ENSG00000068793	581.6958726152
ENSG00000160219	0.0000000000
ENSG00000160220	37.1744390356
ENSG00000160221	186.1977576117
ENSG00000160223	108.6949095088
ENSG00000160224	0.0000000000
ENSG00000160226	27.5952079468
ENSG00000160229	3.7438395884
ENSG00000160233	0.4366242620
ENSG00000160255	2.7594738952
ENSG00000160256	46.7809495497
ENSG00000068796	72.8845117336
ENSG00000160271	52.0428109014
ENSG00000160282	0.0000000000
ENSG00000160284	20.9336078690
ENSG00000160285	226.2545909954
ENSG00000160293	64.5224161427
ENSG00000160294	98.6251007011
ENSG00000160296	0.0000000000
ENSG00000160298	7.0518777836
ENSG00000160299	49.7034008050
ENSG00000160305	60.3298640918
ENSG00000068831	0.0000000000
ENSG00000160307	0.0000000000
ENSG00000160310	116.9123499300
ENSG00000160318	1.3662110107
ENSG00000160321	0.0523102709
ENSG00000160323	1.5965783210
ENSG00000160325	111.5737880932
ENSG00000160326	3.8752284036
ENSG00000160336	42.9588709966
ENSG00000160339	0.0000000000
ENSG00000160345	20.9707350293
ENSG00000068878	168.4241932635
ENSG00000160349	0.0000000000
ENSG00000160352	5.5661505596
ENSG00000160360	4.6741842676
ENSG00000160392	60.4343831746
ENSG00000160396	0.1821708198
ENSG00000160401	3.3935670905
ENSG00000160404	24.7997955013
ENSG00000160408	71.3073348250
ENSG00000160410	143.5781018124
ENSG00000160439	60.4634033704
ENSG00000068885	48.1010347182
