EnsEMBL_Gene_ID	BT483
ENSG00000157654	1.5946207646
ENSG00000157657	68.1995636311
ENSG00000157680	0.0000000000
ENSG00000157693	115.0309680342
ENSG00000157703	20.6935124032
ENSG00000157734	10.5239574254
ENSG00000157741	29.2890006687
ENSG00000067829	507.6775464389
ENSG00000157764	52.1358705330
ENSG00000157765	1.2495164705
ENSG00000157766	0.0253213270
ENSG00000157778	181.8031802712
ENSG00000157782	0.0000000000
ENSG00000157796	55.9439373726
ENSG00000157800	79.3822740284
ENSG00000157819	0.8840926755
ENSG00000157823	230.3063781706
ENSG00000157827	6.4297155044
ENSG00000067836	289.3555997184
ENSG00000157828	0.0000000000
ENSG00000157833	2.0403476377
ENSG00000157837	216.5840226765
ENSG00000157851	93.6536837069
ENSG00000157856	0.3088998505
ENSG00000157869	39.6345575388
ENSG00000157870	191.1066926112
ENSG00000157873	17.8201404425
ENSG00000157881	54.2197488675
ENSG00000157884	0.9416755971
ENSG00000067840	63.1931316732
ENSG00000157890	0.1797862611
ENSG00000157895	114.9761252170
ENSG00000157911	83.3173497328
ENSG00000157916	150.8379892414
ENSG00000157927	14.6975256542
ENSG00000157933	50.7741829310
ENSG00000157950	0.0000000000
ENSG00000157954	200.5284925501
ENSG00000157965	0.0000000000
ENSG00000157978	101.0536239367
ENSG00000067842	3.3518302667
ENSG00000157985	114.6275794757
ENSG00000157992	18.9402226604
ENSG00000157999	15.5410993344
ENSG00000158006	43.5684980813
ENSG00000158008	3.3421740426
ENSG00000158014	1.0783505299
ENSG00000158019	115.7269465208
ENSG00000158022	0.0000000000
ENSG00000158023	15.5285705604
ENSG00000158042	300.7975071461
ENSG00000067900	112.0742832194
ENSG00000158050	28.0986739326
ENSG00000158055	42.9400263293
ENSG00000158062	81.9852883153
ENSG00000158077	0.1508947085
ENSG00000158079	25.5695725976
ENSG00000158089	3.2942107564
ENSG00000158092	82.3358127151
ENSG00000158104	0.6766015374
ENSG00000158106	219.9962784353
ENSG00000158109	188.9232614936
ENSG00000067955	111.0188056570
ENSG00000158113	1.5138194362
ENSG00000158122	28.8443503797
ENSG00000158125	5.3674061276
ENSG00000158156	11.2964956707
ENSG00000158158	198.0837198260
ENSG00000158161	22.0438619807
ENSG00000158163	1.1509172805
ENSG00000158164	9.8052176194
ENSG00000158169	30.6989242815
ENSG00000158185	0.0000000000
ENSG00000067992	57.1236529672
ENSG00000158186	44.6505533600
ENSG00000158195	227.7772070238
ENSG00000158201	30.9091326459
ENSG00000158220	5.4485353490
ENSG00000158234	39.7295229718
ENSG00000158246	79.7762045465
ENSG00000158258	109.0233035565
ENSG00000158270	0.7435795287
ENSG00000158286	4.0026340308
ENSG00000158290	60.3749711474
ENSG00000068001	302.8881372625
ENSG00000158292	56.3925402519
ENSG00000158296	0.7486773736
ENSG00000158301	23.6750593095
ENSG00000158315	5.3383323324
ENSG00000158321	58.4820317928
ENSG00000158352	0.1784543822
ENSG00000158373	343.5299555912
ENSG00000158402	44.6416062334
ENSG00000158406	219.4120150553
ENSG00000158411	46.0271889981
ENSG00000068024	15.5627886131
ENSG00000158417	196.8064831775
ENSG00000158423	20.4554584163
ENSG00000158427	12.5118639668
ENSG00000158428	1.5865966646
ENSG00000158435	192.3248023309
ENSG00000158445	0.6143455493
ENSG00000158457	70.4244702694
ENSG00000158458	1.5815805464
ENSG00000158467	52.5897412360
ENSG00000158470	57.8204986904
ENSG00000005801	41.1643983700
ENSG00000068028	100.1980141591
ENSG00000158473	0.2034278306
ENSG00000158477	0.0000000000
ENSG00000158480	73.1860874219
ENSG00000158481	0.0000000000
ENSG00000158482	1.2640204473
ENSG00000158483	38.8534916316
ENSG00000158485	0.0000000000
ENSG00000158486	0.3453718767
ENSG00000158488	0.0000000000
ENSG00000158497	0.0000000000
ENSG00000068078	199.4553587935
ENSG00000158516	0.0000000000
ENSG00000158517	0.0000000000
ENSG00000158525	1.1452383284
ENSG00000158526	470.4174404294
ENSG00000158527	0.0000000000
ENSG00000158528	23.3733946251
ENSG00000158545	209.6768950914
ENSG00000158552	83.0091020101
ENSG00000158553	0.0000000000
ENSG00000158555	66.6669094264
ENSG00000068079	323.7722609890
ENSG00000158560	0.5757594745
ENSG00000158571	2.1082013742
ENSG00000158578	0.1877833564
ENSG00000158604	629.4564767983
ENSG00000158615	196.9695230352
ENSG00000158623	163.6398543021
ENSG00000158636	58.9505988491
ENSG00000158639	0.0000000000
ENSG00000158669	742.0293005511
ENSG00000158683	2.8955567897
ENSG00000068097	73.5584583721
ENSG00000158691	1.8357857757
ENSG00000158710	4675.3073052842
ENSG00000158711	29.3886889228
ENSG00000158714	0.6415504174
ENSG00000158715	25.7561919240
ENSG00000158716	315.8894855429
ENSG00000158717	68.5886821142
ENSG00000158731	0.0000000000
ENSG00000158747	421.9156924274
ENSG00000158748	3.6638477613
ENSG00000068120	564.0156476271
ENSG00000158764	0.0000000000
ENSG00000158769	878.1051296803
ENSG00000158773	446.5155613678
ENSG00000158786	0.0706170242
ENSG00000158792	88.2571425017
ENSG00000158793	113.6598939200
ENSG00000158796	224.7805558473
ENSG00000158805	38.0817916695
ENSG00000158806	0.3063571273
ENSG00000158813	5.3640781889
ENSG00000068137	201.8193640932
ENSG00000158815	1.1033041791
ENSG00000158816	1.8261288463
ENSG00000158825	0.0000000000
ENSG00000158828	102.9476077662
ENSG00000158850	409.1829737879
ENSG00000158856	43.8825089931
ENSG00000158859	1.0409783522
ENSG00000158863	41.6935890923
ENSG00000158864	1302.7731342959
ENSG00000158865	1.7190690913
ENSG00000068305	28.8595647318
ENSG00000158869	0.1982259220
ENSG00000158874	0.0000000000
ENSG00000158882	137.1981187126
ENSG00000158887	0.0000000000
ENSG00000158901	1.0980449277
ENSG00000158927	23.8120105626
ENSG00000158941	333.2869828714
ENSG00000158955	0.1065909961
ENSG00000158966	5.5599175275
ENSG00000158985	87.1075020205
ENSG00000068308	239.0135993478
ENSG00000158987	22.8928226363
ENSG00000159023	59.4908272800
ENSG00000159055	108.8747629643
ENSG00000159063	234.3777615526
ENSG00000159069	468.4579141283
ENSG00000159079	198.4370776947
ENSG00000159082	14.4445513167
ENSG00000159086	36.0605261174
ENSG00000159110	47.6242200263
ENSG00000159111	315.4893752521
ENSG00000068323	127.8059653403
ENSG00000159113	62.1968305075
ENSG00000159123	0.0000000000
ENSG00000159128	145.8203318496
ENSG00000159131	139.4118195434
ENSG00000159140	368.2955643749
ENSG00000159147	45.2652138167
ENSG00000159164	24.2022144540
ENSG00000159166	546.8111551152
ENSG00000159167	217.1757865962
ENSG00000159173	5.7463818263
ENSG00000068354	58.6563564093
ENSG00000159176	1700.1000684178
ENSG00000159182	0.0000000000
ENSG00000159184	27.7529774863
ENSG00000159186	836.6790512198
ENSG00000159189	0.0000000000
ENSG00000159197	1.9229015692
ENSG00000159199	567.1860306621
ENSG00000159200	67.7008111069
ENSG00000159202	638.8895016283
ENSG00000159208	47.0546534129
ENSG00000005810	33.7753084045
ENSG00000068366	0.9313055208
ENSG00000159210	632.2095705439
ENSG00000159212	0.1490244777
ENSG00000159214	62.1469495482
ENSG00000159216	103.8102257459
ENSG00000159217	0.0874250763
ENSG00000159224	0.0000000000
ENSG00000159228	183.0152240354
ENSG00000159231	111.6586726779
ENSG00000159239	29.0136616199
ENSG00000159247	31.7699685954
ENSG00000068383	96.9726617303
ENSG00000159248	0.0000000000
ENSG00000159251	0.0000000000
ENSG00000159256	37.9132993874
ENSG00000159259	91.0314984378
ENSG00000159261	0.0000000000
ENSG00000159263	53.2721755276
ENSG00000159266	18.6783395465
ENSG00000159267	62.3118621763
ENSG00000159279	0.0000000000
ENSG00000159289	0.4612908081
ENSG00000068394	184.3278919707
ENSG00000159307	1.7644353042
ENSG00000159314	3.5979803782
ENSG00000159322	74.0583807626
ENSG00000159335	1740.3975292316
ENSG00000159337	0.0000000000
ENSG00000159339	0.3474544376
ENSG00000159346	933.0935249559
ENSG00000159348	592.7331745083
ENSG00000159352	2395.6700372004
ENSG00000159363	672.4336123463
ENSG00000068400	158.7489369272
ENSG00000159374	0.2266536453
ENSG00000159377	3031.3263548876
ENSG00000159387	3.0032678250
ENSG00000159388	49.0333731380
ENSG00000159398	0.0000000000
ENSG00000159399	181.8475673584
ENSG00000159403	29.4810884654
ENSG00000159409	0.6960361586
ENSG00000159423	166.1067769738
ENSG00000159433	1.9658919237
ENSG00000068438	119.2852847042
ENSG00000159445	34.5243726254
ENSG00000159450	8.7348280475
ENSG00000159455	0.0000000000
ENSG00000159459	40.5946322864
ENSG00000159461	741.0890976357
ENSG00000159479	125.2813037362
ENSG00000159495	0.0000000000
ENSG00000159496	23.5350870308
ENSG00000159516	0.0000000000
ENSG00000159527	0.0000000000
ENSG00000068489	151.5108552772
ENSG00000159556	0.0000000000
ENSG00000159579	143.1942755698
ENSG00000159588	1.9266688638
ENSG00000159592	199.8707157132
ENSG00000159593	270.1519607568
ENSG00000159596	130.4811220999
ENSG00000159618	0.2876161959
ENSG00000159625	5.6700986432
ENSG00000159640	6.5009461589
ENSG00000159648	0.0000000000
ENSG00000068615	134.8592111441
ENSG00000159650	0.1162576523
ENSG00000159658	118.3330119390
ENSG00000159674	2.7558131543
ENSG00000159685	257.7643634820
ENSG00000159692	697.5668018055
ENSG00000159708	1.3638423942
ENSG00000159712	5.5743954294
ENSG00000159713	110.1167899109
ENSG00000159714	7.0275980531
ENSG00000159720	1040.0515830882
ENSG00000068650	108.6165943609
ENSG00000159723	1.0040740610
ENSG00000159733	22.4188078818
ENSG00000159753	2.0612964214
ENSG00000159761	5.2442502459
ENSG00000159763	18.5758281293
ENSG00000159784	1.9323412619
ENSG00000159788	59.7078480073
ENSG00000159792	319.5878727741
ENSG00000159797	0.0000000000
ENSG00000159840	600.3947257790
ENSG00000068654	103.0435575997
ENSG00000159842	210.8194859645
ENSG00000159860	0.0000000000
ENSG00000159871	7.3957752663
ENSG00000159873	79.5927183518
ENSG00000159882	8.1701284448
ENSG00000159884	47.0468605214
ENSG00000159885	7.6872332065
ENSG00000159899	0.4173416320
ENSG00000159904	10.1520595520
ENSG00000159905	22.2357305441
ENSG00000068697	855.8252829160
ENSG00000159915	5.6542622389
ENSG00000159917	4.2641968696
ENSG00000159921	35.7753032519
ENSG00000159958	1.2993349976
ENSG00000159961	0.0000000000
ENSG00000160007	473.9877937023
ENSG00000160013	0.0000000000
ENSG00000160014	1356.7049641609
ENSG00000160049	74.6199161242
ENSG00000160050	27.5784567168
ENSG00000005812	69.7079995668
ENSG00000068724	31.9834296202
ENSG00000160051	43.3873388546
ENSG00000160055	31.8177716303
ENSG00000160058	170.1280194755
ENSG00000160062	20.9059494897
ENSG00000160072	1.0448929502
ENSG00000160075	95.8381839157
ENSG00000160087	86.0832722557
ENSG00000160094	91.3890132103
ENSG00000160097	0.4284827302
ENSG00000160111	21.0594809140
ENSG00000068745	261.3162524536
ENSG00000160113	465.0130379816
ENSG00000160117	0.5951868143
ENSG00000160124	93.0088403802
ENSG00000160131	35.9955289985
ENSG00000160145	19.7041624248
ENSG00000160161	27.2807336796
ENSG00000160172	22.7636501560
ENSG00000160179	92.2811462462
ENSG00000160180	7376.2372386894
ENSG00000160181	0.0000000000
ENSG00000068781	1.3236900031
ENSG00000160182	40541.9114163512
ENSG00000160183	95.9665580080
ENSG00000160185	0.3086519373
ENSG00000160188	57.8207345873
ENSG00000160190	168.1714535037
ENSG00000160191	27.0720751306
ENSG00000160193	72.0156048715
ENSG00000160194	110.3770802083
ENSG00000160199	41.0704350495
ENSG00000160200	223.1128948807
ENSG00000068784	23.9848104410
ENSG00000160201	696.3404515414
ENSG00000160202	0.0000000000
ENSG00000160207	8.4755477908
ENSG00000160208	84.3797332013
ENSG00000160209	158.5414671871
ENSG00000160211	2332.7889741952
ENSG00000160213	630.4538490370
ENSG00000160214	101.5713085385
ENSG00000160216	117.9729147053
ENSG00000160218	95.9389629089
ENSG00000068793	527.3932495690
ENSG00000160219	0.0812036136
ENSG00000160220	162.4704474259
ENSG00000160221	315.2997528529
ENSG00000160223	49.8302177698
ENSG00000160224	0.0691442492
ENSG00000160226	54.8071204578
ENSG00000160229	12.9936796255
ENSG00000160233	9.4342763711
ENSG00000160255	10.1731087806
ENSG00000160256	126.6899459214
ENSG00000068796	103.6402000900
ENSG00000160271	174.4438296514
ENSG00000160282	0.0000000000
ENSG00000160284	0.0000000000
ENSG00000160285	226.6081002798
ENSG00000160293	349.5806204087
ENSG00000160294	208.7825692011
ENSG00000160296	0.0000000000
ENSG00000160298	22.4222373271
ENSG00000160299	66.1890356868
ENSG00000160305	80.2585857299
ENSG00000068831	1.7928211178
ENSG00000160307	0.0000000000
ENSG00000160310	189.5347615916
ENSG00000160318	0.0000000000
ENSG00000160321	0.0447514915
ENSG00000160323	15.4234501334
ENSG00000160325	281.5152680820
ENSG00000160326	77.7255454008
ENSG00000160336	59.9516460982
ENSG00000160339	0.0000000000
ENSG00000160345	75.8518589513
ENSG00000068878	93.3257056684
ENSG00000160349	0.0000000000
ENSG00000160352	16.0663053580
ENSG00000160360	120.3787047673
ENSG00000160392	80.1320109214
ENSG00000160396	1.3966833211
ENSG00000160401	18.4590517777
ENSG00000160404	69.5015556672
ENSG00000160408	199.3016371209
ENSG00000160410	302.3748806251
ENSG00000160439	134.8920639623
ENSG00000068885	30.6881489135
ENSG00000160445	247.6800483265
