EnsEMBL_Gene_ID	UACC812
ENSG00000154719	86.6839297343
ENSG00000154721	1.7730396765
ENSG00000154723	363.9444135638
ENSG00000154727	17.2130506393
ENSG00000154734	1.3752163207
ENSG00000154736	0.0000000000
ENSG00000154743	43.5378933078
ENSG00000154760	7.0813356307
ENSG00000066777	34.8683988863
ENSG00000154764	0.7526738858
ENSG00000154767	183.1390281536
ENSG00000154768	0.0000000000
ENSG00000154781	33.6962311869
ENSG00000154783	77.6332869614
ENSG00000154803	47.5422246059
ENSG00000154813	50.8361022497
ENSG00000154814	22.9062216519
ENSG00000154822	0.2750755108
ENSG00000154832	243.6828593864
ENSG00000066813	0.0000000000
ENSG00000154839	27.7051120395
ENSG00000154845	97.7561044838
ENSG00000154856	29.2070629932
ENSG00000154864	0.1086574850
ENSG00000154874	0.1605662019
ENSG00000154889	54.9566639193
ENSG00000154898	0.0000000000
ENSG00000154914	54.1436347807
ENSG00000154917	40.0590992048
ENSG00000154920	51.1823843537
ENSG00000066827	31.4046739850
ENSG00000154928	0.2237799650
ENSG00000154930	465.4895838451
ENSG00000154945	84.4314477395
ENSG00000154957	12.7988472172
ENSG00000154975	0.0000000000
ENSG00000154978	375.4464325961
ENSG00000154997	0.4678912327
ENSG00000154999	100.8302518984
ENSG00000155008	18.5510136393
ENSG00000155011	0.0000000000
ENSG00000066855	102.6875724206
ENSG00000155016	7.2407284699
ENSG00000155026	0.0000000000
ENSG00000155034	241.0803336485
ENSG00000155052	0.0483337469
ENSG00000155066	689.1532568204
ENSG00000155070	0.5147447507
ENSG00000155085	0.8660048578
ENSG00000155087	0.5241832463
ENSG00000155090	175.7381272211
ENSG00000155093	299.4361725780
ENSG00000005483	27.2255608939
ENSG00000066923	0.8617903388
ENSG00000155096	178.8721100597
ENSG00000155097	112.8603160845
ENSG00000155099	10.0289828965
ENSG00000155100	11.0487156802
ENSG00000155111	42.7744896753
ENSG00000155115	146.6266997942
ENSG00000155130	9.9516825854
ENSG00000155158	17.7932014386
ENSG00000155189	21.6260159816
ENSG00000155229	284.4163901392
ENSG00000066926	83.6177634807
ENSG00000155249	0.0000000000
ENSG00000155252	3.4944641845
ENSG00000155254	39.3922934321
ENSG00000155256	162.8396050153
ENSG00000155265	117.7485731836
ENSG00000155269	1.7244424496
ENSG00000155275	18.7262477271
ENSG00000155282	0.0000000000
ENSG00000155287	176.7609018948
ENSG00000155304	23.4467797624
ENSG00000066933	16.4674394240
ENSG00000155307	0.0000000000
ENSG00000155313	8.0294963256
ENSG00000155319	0.0000000000
ENSG00000155324	19.9401135072
ENSG00000155329	10.7218918371
ENSG00000155330	8.8131766835
ENSG00000155352	49.3957332872
ENSG00000155363	231.1090809848
ENSG00000155366	822.5911830721
ENSG00000155367	98.7695591685
ENSG00000067048	0.2728271507
ENSG00000155368	982.3820418490
ENSG00000155372	0.0000000000
ENSG00000155380	1.1206678839
ENSG00000155393	22.3166409801
ENSG00000155428	0.0000000000
ENSG00000155438	53.6652913423
ENSG00000155463	611.4300386300
ENSG00000155465	0.4779200016
ENSG00000155495	0.2103627014
ENSG00000155506	626.1899559664
ENSG00000067057	610.3123584131
ENSG00000155508	62.8454824519
ENSG00000155511	0.1536307234
ENSG00000155530	0.0000000000
ENSG00000155542	7.8503010859
ENSG00000155545	10.7538795603
ENSG00000155561	70.9865845556
ENSG00000155592	8.2870700365
ENSG00000155621	7.7051370437
ENSG00000155622	0.0000000000
ENSG00000155629	0.3555440122
ENSG00000067064	403.0130236448
ENSG00000155636	30.7246553040
ENSG00000155640	12.8833763641
ENSG00000155657	0.3505052367
ENSG00000155659	0.0000000000
ENSG00000155660	809.2467657317
ENSG00000155666	37.9308784178
ENSG00000155714	0.3834385729
ENSG00000155719	0.1665689882
ENSG00000155729	27.7579144575
ENSG00000155744	4.7567645844
ENSG00000067066	2.5245607305
ENSG00000155749	0.0579657082
ENSG00000155754	0.0000000000
ENSG00000155755	9.3522060380
ENSG00000155760	39.1706546772
ENSG00000155761	0.9573879167
ENSG00000155792	107.1688755187
ENSG00000155816	0.7520698034
ENSG00000155827	64.4422816687
ENSG00000155833	0.0000000000
ENSG00000155846	7.2275584826
ENSG00000067082	106.4386880452
ENSG00000155849	0.3053501641
ENSG00000155850	10.0206601448
ENSG00000155858	10.6811238667
ENSG00000155868	10.8299264758
ENSG00000155875	0.0000000000
ENSG00000155876	285.8309997851
ENSG00000155886	0.0000000000
ENSG00000155890	0.0000000000
ENSG00000155893	20.3035595466
ENSG00000155897	0.0434522911
ENSG00000067113	15.4694473295
ENSG00000155903	4.1649814735
ENSG00000155906	24.3722583387
ENSG00000155918	0.0000000000
ENSG00000155926	0.5196728346
ENSG00000155957	232.6556381921
ENSG00000155959	67.2553486322
ENSG00000155961	20.3091565071
ENSG00000155962	2.1249856984
ENSG00000155966	0.0000000000
ENSG00000155970	0.0000000000
ENSG00000067141	166.7413460746
ENSG00000155974	11.5450381463
ENSG00000155975	33.5929538985
ENSG00000155980	1.5170912223
ENSG00000155984	181.9609253265
ENSG00000156006	0.0000000000
ENSG00000156009	1.0099823713
ENSG00000156011	1.2614468687
ENSG00000156017	13.9927610752
ENSG00000156026	31.8040136898
ENSG00000156030	139.9624384057
ENSG00000005486	607.3611251866
ENSG00000067167	205.7452387101
ENSG00000156035	2.1109178724
ENSG00000156042	2.1978286108
ENSG00000156049	5.0657459027
ENSG00000156050	29.5736439019
ENSG00000156052	87.3514641757
ENSG00000156076	4.3148494783
ENSG00000156096	0.0000000000
ENSG00000156097	0.0000000000
ENSG00000156103	1.1000743362
ENSG00000156110	85.8753999143
ENSG00000067177	32.9806166129
ENSG00000156113	5.3224826465
ENSG00000156127	315.7105073207
ENSG00000156136	14.3214726920
ENSG00000156140	0.0882630226
ENSG00000156150	7.9169666183
ENSG00000156162	17.1452952145
ENSG00000156170	36.3128914436
ENSG00000156171	19.6942086412
ENSG00000156172	5.5141771214
ENSG00000156194	1.3739736739
ENSG00000067182	446.8845089813
ENSG00000156206	0.3274657414
ENSG00000156218	1.7910818311
ENSG00000156219	0.0000000000
ENSG00000156222	0.4516077243
ENSG00000156232	28.7958293108
ENSG00000156234	0.0000000000
ENSG00000156239	26.8480002855
ENSG00000156253	41.0716025215
ENSG00000156256	37.2699059175
ENSG00000156261	510.1148367771
ENSG00000067191	80.5689354792
ENSG00000156265	1.8774459349
ENSG00000156269	0.0000000000
ENSG00000156273	16.8635903297
ENSG00000156282	0.0000000000
ENSG00000156284	0.0000000000
ENSG00000156298	0.1335313671
ENSG00000156299	90.9170188088
ENSG00000156304	175.6364482672
ENSG00000156313	2.4680445670
ENSG00000156345	48.3395603828
ENSG00000067208	5.0426633926
ENSG00000156363	0.1046773105
ENSG00000156374	16.7344190910
ENSG00000156381	38.9607096036
ENSG00000156384	10.1044159815
ENSG00000156395	0.0000000000
ENSG00000156398	165.8195146216
ENSG00000156411	324.5699050522
ENSG00000156413	0.7220029002
ENSG00000156414	0.1617461539
ENSG00000156427	0.4255540596
ENSG00000067221	115.2986994573
ENSG00000156453	268.6920236724
ENSG00000156463	13.4638197722
ENSG00000156466	0.0000000000
ENSG00000156467	238.9350202415
ENSG00000156469	36.7830061059
ENSG00000156471	605.5187008638
ENSG00000156475	0.0000000000
ENSG00000156482	7050.7516141546
ENSG00000156486	0.0000000000
ENSG00000156500	0.9989473959
ENSG00000067225	9458.8021156685
ENSG00000156502	64.6193484074
ENSG00000156504	45.9090784324
ENSG00000156508	8612.9310400171
ENSG00000156509	0.3562887629
ENSG00000156510	0.0000000000
ENSG00000156515	2050.0154578114
ENSG00000156521	224.8010939487
ENSG00000156531	10.2473594690
ENSG00000156535	10.8721873856
ENSG00000156564	13.6866587641
ENSG00000067248	23.8967002016
ENSG00000156574	7.3681203856
ENSG00000156575	0.0000000000
ENSG00000156577	0.0000000000
ENSG00000156587	397.7571279872
ENSG00000156599	335.0196492096
ENSG00000156603	112.0348901233
ENSG00000156639	427.6382922750
ENSG00000156642	360.5318763597
ENSG00000156650	57.8715138909
ENSG00000156671	8.6747066954
ENSG00000067334	44.4611331915
ENSG00000156675	89.0722412298
ENSG00000156687	0.0000000000
ENSG00000156689	0.0000000000
ENSG00000156697	76.8386223952
ENSG00000156709	396.3199599169
ENSG00000156711	238.3711101354
ENSG00000156735	25.5534619675
ENSG00000156738	0.0000000000
ENSG00000156750	0.2588112850
ENSG00000156755	0.0000000000
ENSG00000067365	98.9835170341
ENSG00000156787	11.4479643308
ENSG00000156795	39.1264660011
ENSG00000156802	98.9340912368
ENSG00000156804	139.8719812490
ENSG00000156831	91.3717972748
ENSG00000156853	53.1002075342
ENSG00000156858	215.7992245459
ENSG00000156860	210.1132442203
ENSG00000156869	3.9701047694
ENSG00000156873	292.0845199107
ENSG00000005513	2.3929396799
ENSG00000067369	60.8176545776
ENSG00000156875	57.6565320583
ENSG00000156876	5.1091823457
ENSG00000156885	0.0000000000
ENSG00000156886	0.0321180880
ENSG00000156920	0.0000000000
ENSG00000156925	0.5006619538
ENSG00000156928	424.8958577842
ENSG00000156931	22.0464996535
ENSG00000156958	26.1441565256
ENSG00000156959	23.1066472466
ENSG00000067445	1.3177096853
ENSG00000156966	6.6560913900
ENSG00000156968	83.0046433654
ENSG00000156970	46.8578966052
ENSG00000156973	137.8724397413
ENSG00000156976	186.1325556539
ENSG00000156983	99.2502942073
ENSG00000156990	545.7945796319
ENSG00000157005	0.0000000000
ENSG00000157014	167.6183117109
ENSG00000157017	1.2616130670
ENSG00000067533	6.0353781963
ENSG00000157020	610.0825715284
ENSG00000157021	2.1334067757
ENSG00000157033	0.0000000000
ENSG00000157036	6.3428234176
ENSG00000157045	102.9804859519
ENSG00000157060	0.0000000000
ENSG00000157064	28.2004950140
ENSG00000157077	24.0426098762
ENSG00000157087	0.4326767613
ENSG00000157093	0.0000000000
ENSG00000067560	2344.4965282922
ENSG00000157103	0.0000000000
ENSG00000157106	20.4644086607
ENSG00000157107	10.4977943338
ENSG00000157110	198.1467795552
ENSG00000157111	5.0050070709
ENSG00000157119	0.0000000000
ENSG00000157131	0.0000000000
ENSG00000157150	0.1547180824
ENSG00000157152	0.0000000000
ENSG00000157168	0.0000000000
ENSG00000067596	128.4132964851
ENSG00000157181	12.5092328503
ENSG00000157184	97.0301524332
ENSG00000157191	162.4650051090
ENSG00000157193	102.0119524227
ENSG00000157211	0.7193630738
ENSG00000157212	46.3696116181
ENSG00000157214	1.0328293199
ENSG00000157216	85.9242592016
ENSG00000157219	0.0000000000
ENSG00000157224	17.2001440798
ENSG00000067601	10.1286080342
ENSG00000157227	0.8953710723
ENSG00000157240	42.5910551860
ENSG00000157259	16.5377704312
ENSG00000157303	499.3612803232
ENSG00000157306	133.7328782623
ENSG00000157312	39.0992967756
ENSG00000157315	0.0000000000
ENSG00000157322	0.1210906678
ENSG00000157326	329.4710660529
ENSG00000157330	0.1233337170
ENSG00000067606	250.7241599600
ENSG00000157335	0.0000000000
ENSG00000157341	0.0000000000
ENSG00000157343	5.3080694857
ENSG00000157344	28.7172388526
ENSG00000157349	100.7606267158
ENSG00000157350	31.5552689065
ENSG00000157353	98.2773973411
ENSG00000157358	0.0000000000
ENSG00000157368	0.0802352237
ENSG00000157379	203.9900003461
ENSG00000067646	0.3329848620
ENSG00000157388	22.2749083628
ENSG00000157399	0.0000000000
ENSG00000157404	3.7331753395
ENSG00000157423	0.6032215249
ENSG00000157426	5.8471196527
ENSG00000157429	1.0223156608
ENSG00000157445	0.0000000000
ENSG00000157450	33.6579183143
ENSG00000157456	175.1307934854
ENSG00000157470	3.9071193898
ENSG00000067704	167.6967900149
ENSG00000157483	65.9023801916
ENSG00000157500	39.3511748518
ENSG00000157502	4.7605209162
ENSG00000157510	3.5356299182
ENSG00000157514	858.6119814129
ENSG00000157538	144.5425523109
ENSG00000157540	72.5020624114
ENSG00000157542	0.8888565273
ENSG00000157551	0.0000000000
ENSG00000157554	7.9314972644
ENSG00000067715	0.8404166125
ENSG00000157557	57.4337177629
ENSG00000157570	0.2536570261
ENSG00000157576	0.1141344280
ENSG00000157578	3.0849621197
ENSG00000157593	646.2112438317
ENSG00000157600	296.6322152688
ENSG00000157601	20.0637144606
ENSG00000157606	0.0000000000
ENSG00000157613	544.1789951522
ENSG00000157617	93.9463347604
ENSG00000005700	18.5567589295
ENSG00000067798	0.1177619743
ENSG00000157625	32.5020669322
ENSG00000157637	480.0923299854
ENSG00000157653	5.4147952982
ENSG00000157654	3.0002696766
ENSG00000157657	18.9712544497
ENSG00000157680	0.0000000000
ENSG00000157693	64.1183711726
ENSG00000157703	14.6411379134
ENSG00000157734	17.7788898706
ENSG00000157741	4.8976479548
ENSG00000067829	1123.5975833800
ENSG00000157764	10.5223907411
ENSG00000157765	2.1298311232
ENSG00000157766	0.1355293826
ENSG00000157778	459.8186164110
ENSG00000157782	0.2717085277
ENSG00000157796	8.6251699488
ENSG00000157800	58.4313782846
ENSG00000157819	0.0000000000
ENSG00000157823	203.8638565092
ENSG00000157827	4.4312188109
ENSG00000067836	380.6625361470
ENSG00000157828	0.0000000000
ENSG00000157833	2.8770868005
ENSG00000157837	163.1236057875
ENSG00000157851	4.7489723818
ENSG00000157856	0.2030196550
ENSG00000157869	17.7551275040
ENSG00000157870	286.9018678944
ENSG00000157873	4.9706725129
ENSG00000157881	108.2956519571
ENSG00000157884	10.1823494050
ENSG00000067840	49.0937285396
ENSG00000157890	0.0607724112
ENSG00000157895	96.6312809421
ENSG00000157911	175.7259397951
ENSG00000157916	310.8324776232
ENSG00000157927	46.1652562056
ENSG00000157933	77.5711932435
ENSG00000157950	0.0000000000
ENSG00000157954	294.5938927877
ENSG00000157965	0.0000000000
ENSG00000157978	152.5725970806
ENSG00000067842	0.0352407409
ENSG00000157985	125.6823962828
ENSG00000157992	9.2346399256
ENSG00000157999	3.7732355785
ENSG00000158006	35.2349789774
ENSG00000158008	8.9444051035
ENSG00000158014	6.7637402599
ENSG00000158019	130.2476282240
ENSG00000158022	0.0000000000
ENSG00000158023	4.9625806212
ENSG00000158042	694.1565118128
ENSG00000067900	49.7710281154
ENSG00000158050	44.4301446449
ENSG00000158055	121.0769030042
ENSG00000158062	66.4693538600
ENSG00000158077	0.0000000000
ENSG00000158079	9.4535455675
ENSG00000158089	4.2193620678
ENSG00000158092	26.6534386202
ENSG00000158104	3.0726924352
ENSG00000158106	403.7558560165
ENSG00000158109	151.4936176235
ENSG00000067955	45.5459118485
ENSG00000158113	9.8499500024
ENSG00000158122	12.6142189485
ENSG00000158125	1.4535025528
ENSG00000158156	45.3885193977
ENSG00000158158	196.0774561702
ENSG00000158161	20.7702976453
ENSG00000158163	2.5445219035
ENSG00000158164	2.3217616082
ENSG00000158169	23.2376932667
ENSG00000158185	0.0000000000
ENSG00000067992	28.8746716869
ENSG00000158186	45.0838251208
ENSG00000158195	242.5614222418
ENSG00000158201	36.8007641784
ENSG00000158220	22.7882105837
ENSG00000158234	31.1547107136
ENSG00000158246	68.0687807579
ENSG00000158258	149.2827428590
ENSG00000158270	61.9388329793
ENSG00000158286	27.4390178481
ENSG00000158290	38.4371188685
ENSG00000068001	701.9579929583
ENSG00000158292	74.3354489777
ENSG00000158296	19.6539762515
ENSG00000158301	15.1854168006
ENSG00000158315	1.4991304848
ENSG00000158321	95.5245882717
ENSG00000158352	0.5110275272
ENSG00000158373	307.2762189915
ENSG00000158402	23.9484706634
ENSG00000158406	55.8444379402
ENSG00000158411	46.6033998351
ENSG00000068024	17.1499281754
ENSG00000158417	73.9605421067
ENSG00000158423	48.7918844526
ENSG00000158427	2.2148870039
ENSG00000158428	1.4520804518
ENSG00000158435	131.1551652768
ENSG00000158445	1.7769360059
ENSG00000158457	104.1764298514
ENSG00000158458	1.1169755030
ENSG00000158467	16.7231756081
ENSG00000158470	71.9470993723
ENSG00000005801	14.0714648957
ENSG00000068028	144.8448783422
ENSG00000158473	0.2359408222
ENSG00000158477	0.0000000000
ENSG00000158480	61.5907734177
ENSG00000158481	0.0000000000
ENSG00000158482	1.2530229943
ENSG00000158483	46.3993062595
ENSG00000158485	0.0000000000
ENSG00000158486	2.5668118125
ENSG00000158488	0.0000000000
ENSG00000158497	0.0000000000
ENSG00000068078	94.6324678351
ENSG00000158516	0.0000000000
ENSG00000158517	0.0000000000
ENSG00000158525	1.0397042792
ENSG00000158526	532.0699298128
ENSG00000158527	0.0000000000
ENSG00000158528	0.6197676062
ENSG00000158545	152.1558868848
ENSG00000158552	105.8889928273
ENSG00000158553	0.0000000000
ENSG00000158555	151.5348002482
ENSG00000068079	136.5923036548
ENSG00000158560	2.5940669820
ENSG00000158571	4.9427222216
ENSG00000158578	0.0000000000
ENSG00000158604	801.1067027355
ENSG00000158615	268.2383629368
ENSG00000158623	27.6574367877
ENSG00000158636	45.6025408521
ENSG00000158639	0.0000000000
ENSG00000158669	602.4997252847
ENSG00000158683	4.2909274858
ENSG00000068097	52.4741866779
ENSG00000158691	1.2413469804
ENSG00000158710	3685.8572456365
ENSG00000158711	27.6448732638
ENSG00000158714	0.4299167309
ENSG00000158715	73.5750918158
ENSG00000158716	642.7489608869
ENSG00000158717	58.6432486764
ENSG00000158731	0.0000000000
ENSG00000158747	305.7518560405
ENSG00000158748	2.3006747341
ENSG00000068120	547.9622702533
ENSG00000158764	0.0000000000
ENSG00000158769	496.2001309674
ENSG00000158773	300.8704718117
ENSG00000158786	2.0160379635
ENSG00000158792	90.3642227012
ENSG00000158793	135.8010967639
ENSG00000158796	121.3615856335
ENSG00000158805	30.8045424592
ENSG00000158806	1.2861737934
ENSG00000158813	10.0969151083
ENSG00000068137	130.3256174810
ENSG00000158815	0.8314278092
ENSG00000158816	0.6071198560
ENSG00000158825	3.0934426828
ENSG00000158828	342.8397505384
ENSG00000158850	254.0550923109
ENSG00000158856	33.4210151435
ENSG00000158859	3.9702504926
ENSG00000158863	120.1075439611
ENSG00000158864	895.6750070484
ENSG00000158865	3.1577615349
ENSG00000068305	27.8644928181
ENSG00000158869	0.6866949562
ENSG00000158874	0.0000000000
ENSG00000158882	77.7685139380
ENSG00000158887	0.2617402193
ENSG00000158901	0.6554103062
ENSG00000158927	20.2158152086
ENSG00000158941	399.2504508661
ENSG00000158955	0.0000000000
ENSG00000158966	1.4513067427
ENSG00000158985	23.9376007008
ENSG00000068308	275.1498041639
ENSG00000158987	13.1015043138
ENSG00000159023	17.8705291413
ENSG00000159055	234.5061465422
ENSG00000159063	135.5113545860
ENSG00000159069	911.3111081286
ENSG00000159079	339.3405074256
ENSG00000159082	14.1002393338
ENSG00000159086	16.9528916660
ENSG00000159110	28.4414291356
ENSG00000159111	318.5255344555
ENSG00000068323	223.9834265985
ENSG00000159113	157.5517384248
ENSG00000159123	0.0000000000
ENSG00000159128	127.9701152757
ENSG00000159131	154.4798996498
ENSG00000159140	298.7138056107
ENSG00000159147	33.6950536064
ENSG00000159164	2.3617958154
ENSG00000159166	244.0133337991
ENSG00000159167	33.5142863151
ENSG00000159173	3.1859632640
ENSG00000068354	84.5721202763
ENSG00000159176	1819.4775681446
ENSG00000159182	27.5396167328
ENSG00000159184	66.5105422519
ENSG00000159186	694.0198595284
ENSG00000159189	0.0000000000
ENSG00000159197	5.6127470646
ENSG00000159199	6059.5730257795
ENSG00000159200	192.7441453517
ENSG00000159202	1006.9992518552
ENSG00000159208	3.8888722757
ENSG00000005810	50.7032215402
ENSG00000068366	1.3022882727
ENSG00000159210	2159.4173719692
ENSG00000159212	2.9542657835
ENSG00000159214	79.1589484243
ENSG00000159216	148.4872190295
ENSG00000159217	0.2027114160
ENSG00000159224	0.0000000000
ENSG00000159228	1067.6226534946
ENSG00000159231	233.3816908847
ENSG00000159239	105.6411210034
ENSG00000159247	12.1737654815
ENSG00000068383	156.0705355317
ENSG00000159248	0.0000000000
ENSG00000159251	0.0000000000
ENSG00000159256	21.7706185215
ENSG00000159259	141.1246541003
ENSG00000159261	0.2179263964
ENSG00000159263	64.7550368531
ENSG00000159266	29.9739965447
ENSG00000159267	79.7788000589
ENSG00000159279	0.0000000000
ENSG00000159289	0.3052375957
ENSG00000068394	278.2996459186
ENSG00000159307	1.2119481200
ENSG00000159314	15.1190309054
ENSG00000159322	99.8516940388
ENSG00000159335	1704.3228478028
ENSG00000159337	0.4904442339
ENSG00000159339	0.2805663066
ENSG00000159346	1189.7645923216
ENSG00000159348	848.5805902816
ENSG00000159352	3813.9977834064
ENSG00000159363	509.3306830219
ENSG00000068400	163.4475754142
ENSG00000159374	0.1525545808
ENSG00000159377	6794.6287731368
ENSG00000159387	29.4798501719
ENSG00000159388	179.7537381115
ENSG00000159398	0.0000000000
ENSG00000159399	289.6763918171
ENSG00000159403	1.5221762029
ENSG00000159409	142.2017231715
ENSG00000159423	423.3351331294
ENSG00000159433	5.1838189040
ENSG00000068438	345.4984180763
ENSG00000159445	107.7112899589
ENSG00000159450	4.4920651556
ENSG00000159455	0.0000000000
ENSG00000159459	6.8504386365
ENSG00000159461	549.7310026125
ENSG00000159479	167.2713457036
ENSG00000159495	0.1114686585
ENSG00000159496	6.0006459645
ENSG00000159516	0.0000000000
ENSG00000159527	0.1098531707
ENSG00000068489	69.0808411174
ENSG00000159556	6.4794571517
ENSG00000159579	71.1859938931
ENSG00000159588	0.9322995654
ENSG00000159592	92.0432309933
ENSG00000159593	59.4685211482
ENSG00000159596	48.0138173545
ENSG00000159618	1.2154907166
ENSG00000159625	0.7887497168
ENSG00000159640	19.9878185824
ENSG00000159648	0.0000000000
ENSG00000068615	10.5933648735
ENSG00000159650	0.2337202586
ENSG00000159658	66.5021516020
ENSG00000159674	83.0907918301
ENSG00000159685	223.4391142483
ENSG00000159692	771.8155610484
ENSG00000159708	0.1076056528
ENSG00000159712	0.3466806221
ENSG00000159713	37.8196236991
ENSG00000159714	40.1171975625
ENSG00000159720	1190.7383803205
ENSG00000068650	32.9749697519
ENSG00000159723	1.4978917885
ENSG00000159733	16.4627037408
ENSG00000159753	1.9170570186
ENSG00000159761	10.6540566963
ENSG00000159763	3.6861458499
ENSG00000159784	3.9751628024
ENSG00000159788	51.4563501025
ENSG00000159792	200.7959785647
ENSG00000159797	0.0000000000
ENSG00000159840	312.0957781458
ENSG00000068654	133.6838420752
ENSG00000159842	156.1328136247
ENSG00000159860	0.7697300075
ENSG00000159871	7.2153289165
ENSG00000159873	22.1879547484
ENSG00000159882	2.2007165766
ENSG00000159884	52.6386075601
ENSG00000159885	2.1262143787
ENSG00000159899	0.5942979049
ENSG00000159904	1.1845693191
ENSG00000159905	6.2093266351
ENSG00000068697	865.8706088797
ENSG00000159915	2.4134847935
ENSG00000159917	1.6131452953
ENSG00000159921	35.5892528660
ENSG00000159958	1.2828347694
ENSG00000159961	0.0000000000
ENSG00000160007	298.2566388091
ENSG00000160013	0.0000000000
ENSG00000160014	1998.0158810211
ENSG00000160049	92.4392190845
ENSG00000160050	54.9656429700
ENSG00000005812	102.1744422907
ENSG00000068724	44.1782480896
ENSG00000160051	45.4154713613
ENSG00000160055	48.4873035539
ENSG00000160058	97.5908423512
ENSG00000160062	8.1868954440
ENSG00000160072	40.7005514557
ENSG00000160075	160.9163747146
ENSG00000160087	209.6868136117
ENSG00000160094	56.7415774434
ENSG00000160097	3.4327904828
ENSG00000160111	296.2777536604
ENSG00000068745	267.0617610762
ENSG00000160113	648.4875846319
ENSG00000160117	3.0083445994
ENSG00000160124	15.5469599824
ENSG00000160131	45.9852407781
ENSG00000160145	2.7007594348
ENSG00000160161	34.0559027010
ENSG00000160172	37.1228400556
ENSG00000160179	172.2583842527
ENSG00000160180	55302.1591889127
ENSG00000160181	0.2133406776
ENSG00000068781	14.0966605809
ENSG00000160182	71322.2796755549
ENSG00000160183	125.2841720686
ENSG00000160185	0.5170857514
ENSG00000160188	83.1012559307
ENSG00000160190	220.8722117056
ENSG00000160191	32.1785287770
ENSG00000160193	140.0980717991
ENSG00000160194	288.9117861855
ENSG00000160199	46.0156044764
ENSG00000160200	372.2042671168
ENSG00000068784	10.7803161850
ENSG00000160201	1677.0932212838
ENSG00000160202	0.0000000000
ENSG00000160207	15.7159755320
ENSG00000160208	154.0586656927
ENSG00000160209	708.5416136281
ENSG00000160211	2707.1153377869
ENSG00000160213	1505.9506862715
ENSG00000160214	293.7760112760
ENSG00000160216	306.9952126414
ENSG00000160218	97.8594524295
ENSG00000068793	1264.7334613581
ENSG00000160219	0.0544162877
ENSG00000160220	295.0900805155
ENSG00000160221	813.5082354993
ENSG00000160223	69.7752455805
ENSG00000160224	0.0000000000
ENSG00000160226	178.7100343517
ENSG00000160229	19.2687934252
ENSG00000160233	18.7268949462
ENSG00000160255	53.8807317172
ENSG00000160256	438.0878399378
ENSG00000068796	15.5841765351
ENSG00000160271	100.3566287617
ENSG00000160282	3.1385308056
ENSG00000160284	382.4357532229
ENSG00000160285	833.7354587905
ENSG00000160293	160.8543028210
ENSG00000160294	637.5391088784
ENSG00000160296	0.0000000000
ENSG00000160298	148.7870428892
ENSG00000160299	194.1989742757
ENSG00000160305	190.0079592479
ENSG00000068831	6.5379320952
ENSG00000160307	0.0000000000
ENSG00000160310	433.1411668020
ENSG00000160318	1.7046024601
ENSG00000160321	1.4790880498
ENSG00000160323	19.5704027454
ENSG00000160325	227.0636624954
ENSG00000160326	209.5533265949
ENSG00000160336	19.3241436783
ENSG00000160339	0.0000000000
ENSG00000160345	76.2500735313
ENSG00000068878	29.6628101929
ENSG00000160349	0.0000000000
ENSG00000160352	9.9807113338
ENSG00000160360	71.9799169060
ENSG00000160392	133.1780975425
ENSG00000160396	0.5237134331
ENSG00000160401	21.5101566577
ENSG00000160404	190.9263356442
ENSG00000160408	71.1010218476
ENSG00000160410	723.2339577031
ENSG00000160439	178.8839067393
ENSG00000068885	6.3890828139
ENSG00000160445	193.4209458447
